id wisp_id RA DEC FLUX_TOTAL_U FLUXERR_TOTAL_U FLUX_TOTAL_G FLUXERR_TOTAL_G FLUX_TOTAL_F475X FLUXERR_TOTAL_F475X FLUX_TOTAL_R FLUXERR_TOTAL_R FLUX_TOTAL_F600LP FLUXERR_TOTAL_F600LP FLUX_TOTAL_I FLUXERR_TOTAL_I FLUX_TOTAL_F814W FLUXERR_TOTAL_F814W FLUX_TOTAL_F110W FLUXERR_TOTAL_F110W FLUX_TOTAL_F140W FLUXERR_TOTAL_F140W FLUX_TOTAL_F160W FLUXERR_TOTAL_F160W FLUX_TOTAL_IRAC FLUXERR_TOTAL_IRAC comment
236_1_14 204 231.220016 0.426617 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.7921364541528485 0.10021854548517704 -99.0 -99.0 -99.0 -99.0 -
236_1_15 46 231.215988 0.409946 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 8.031561699226547 0.10356565363424064 -99.0 -99.0 -99.0 -99.0 -
236_1_16 141 231.224136 0.421997 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -
236_1_17 134 231.225616 0.415714 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.5674727518004377 0.07510088290411532 -99.0 -99.0 -99.0 -99.0 -
236_2_6 220 231.204132 0.433547 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.5311289818550124 0.058329977786482676 -99.0 -99.0 -99.0 -99.0 -
236_2_8 148 231.209991 0.4317760000000001 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.3626991969948672 0.13199021254054918 -99.0 -99.0 -99.0 -99.0 -
236_2_9 58 231.196442 0.419702 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 5.8344510427374425 0.11823010605066032 -99.0 -99.0 -99.0 -99.0 -
236_2_10 227 231.200623 0.41971 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.7171334826577207 0.0927270693097601 -99.0 -99.0 -99.0 -99.0 -
236_2_11 138 231.193268 0.412542 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.6233045277654536 0.07627909849335811 -99.0 -99.0 -99.0 -99.0 -
236_2_12 115 231.196365 0.411637 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.1340274428489767 0.07863826273168772 -99.0 -99.0 -99.0 -99.0 -
236_2_13 45 231.21344 0.4209810000000001 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 7.979946872679759 0.1911131343248904 -99.0 -99.0 -99.0 -99.0 -
236_2_14 256 231.201431 0.407339 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.6534313996495988 0.09542551943407472 -99.0 -99.0 -99.0 -99.0 -
236_2_15 161 231.20108 0.404461 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.1989470404794156 0.07182050099207171 -99.0 -99.0 -99.0 -99.0 -
236_2_16 32 231.203796 0.404216 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 12.055910077295337 0.22209063013463745 -99.0 -99.0 -99.0 -99.0 Hb-artificat
236_2_17 60 231.21347000000003 0.407567 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 5.515691912608024 0.2540967903131364 -99.0 -99.0 -99.0 -99.0 -
236_2_19 30 231.222809 0.406732 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 12.752637064597295 0.3994161082570384 -99.0 -99.0 -99.0 -99.0 -
