X_Deg Y_Deg X_Pix Y_Pix B-band_Flux B-Flux_error V-band_Flux V-Flux_error I-band_Flux I-Flux_error Z-band_Flux Z-Flux_error Y-band_Flux Y-Flux_error J-band_Flux J-Flux_error JH-band_Flux JH-Flux_error H-band_Flux H-Flux_error Image_used R_s Axis_Ratio Position_Angle_Degrees Galfit_Error_Code Astrometric_Flag A_CIER Mag_Flag Colour_Flag input_z redshift_beagle_1 outlier_value P1/P2 drop_out_agree ID_Bouwens RAh RAm RAs DEdeg DEm DEs F160W rset dset zphot Z-bin
189.39248244 62.199297412 5755.028 7889.825 2.0969999999999997e-31 3.599e-32 4.688999999999999e-31 3.4160000000000003e-32 4.88e-31 5.770599999999999e-32 4.8e-31 7.5091e-32 3.578e-31 5.66e-32 5.742e-31 8.460000000000001e-32 0.0 0.0 3.095e-31 1.2099999999999999e-31 North 0.0136 0.1932 -8.9631 12.0 0.0 0.0 98.0 3.0 3.4 3.4019999999999997 0.0004545454545455054 0.7207 1 GNDB-7341911577 12 37 34.19 62 11 57.7 27.77 4 6 3.4 4.0
189.34030998 62.18770477899999 7213.813 7191.1619999999975 1.5719999999999999e-31 4.1174999999999995e-32 2.7859999999999997e-31 2.9279999999999996e-32 2.899e-31 5.142299999999998e-32 3.393e-31 6.758799999999997e-32 3.1539999999999996e-31 4.59e-32 2.813e-31 5.5e-32 2.5709999999999998e-31 2.2949999999999997e-31 3.304e-31 7.71e-32 North 0.01 0.7918 36.8723 8.0 0.0 0.0 0.0 7.0 3.36 3.036 0.07431192660550456 -99.0 1 GNDB-7216711160 12 37 21.67 62 11 16.0 27.49 4 6 3.36 4.0
189.33760281 62.187881247 7289.6169999999975 7201.621 1.471e-31 3.7819999999999997e-32 5.4259999999999986e-31 3.1292999999999994e-32 7.916e-31 4.971499999999999e-32 7.69e-31 6.758799999999997e-32 7.562e-31 4.509999999999999e-32 1.0333e-30 5.16e-32 1.0338e-30 2.445e-31 1.1653e-30 6.9e-32 North 1.2248 0.3755 -82.5144 0.0 0.0 0.0 0.0 3.0 3.49 3.37 0.02672605790645882 -99.0 1 GNDB-7210211166 12 37 21.02 62 11 16.6 25.86 4 6 3.49 4.0
189.33821818 62.18810596300001 7272.413 7215.1330000000025 -9.409999999999999e-32 4.0808999999999994e-32 1.777e-31 3.0316999999999995e-32 5.8659999999999995e-31 5.3253e-32 4.188e-31 6.5331e-32 4.609e-31 4.5199999999999986e-32 4.841e-31 5.19e-32 5.216e-31 2.396e-31 5.023e-31 7.75e-32 North 0.01 0.5882 -7.0425 8.0 0.0 107.0 0.0 2.0 4.16 4.242 0.015891472868217026 -99.0 1 GNDB-7211711175 12 37 21.17 62 11 17.5 26.91 4 6 4.16 4.0
189.33516314 62.188993008000004 7358.024 7268.2130000000025 -2.98e-32 4.575e-32 1.333e-31 3.5014e-32 3.2399999999999996e-31 5.514399999999997e-32 2.707e-31 7.5335e-32 2.753e-31 5.34e-32 3.7689999999999994e-31 6.1e-32 2.2489999999999995e-31 2.316e-31 4.113e-31 7.7e-32 North 1.12 0.1169 -69.0099 0.0 0.0 0.0 0.0 2.0 4.16 3.906 0.04922480620155039 -99.0 1 GNDB-7204411206 12 37 20.44 62 11 20.6 26.82 4 6 4.16 4.0
189.35150801 62.189171887 6900.496 7279.755999999998 1.57e-32 4.074799999999998e-32 2.76e-31 3.1049e-32 3.094e-31 5.2033e-32 2.2629999999999998e-31 6.520899999999997e-32 2.9109999999999997e-31 4.6799999999999994e-32 3.8619999999999994e-31 6.07e-32 0.0 0.0 1.36e-31 8.21e-32 North 0.1649 0.05 -59.7638 8.0 0.0 107.0 98.0 2.0 3.77 0.968 0.5874213836477988 0.3383 -99 GNDB-7243511213 12 37 24.35 62 11 21.3 27.69 4 6 3.77 4.0
189.34094986 62.189847463999996 7196.123000000001 7319.754 -4.34e-32 4.123599999999999e-32 2.527e-31 3.0194999999999996e-32 1.99e-31 5.0203e-32 1.957e-31 6.490399999999997e-32 2.319e-31 5.78e-32 1.14e-31 5.86e-32 -8.72e-32 2.4199999999999997e-31 1.498e-31 7.809999999999998e-32 North 99.0 99.0 99.0 1.0 0.0 107.0 0.0 6.0 2.72 3.495 0.2083333333333333 -99.0 1 GNDB-7218411237 12 37 21.84 62 11 23.7 27.28 4 6 2.72 4.0
189.33695398 62.19003708899999 7307.996999999998 7330.941 5.86e-32 3.9771999999999995e-32 3.1029999999999997e-31 3.1476e-32 3.2950000000000002e-31 5.001999999999999e-32 4.156e-31 6.374499999999997e-32 3.8189999999999994e-31 4.3899999999999996e-32 3.6859999999999996e-31 5.759999999999997e-32 3.4369999999999997e-31 2.2089999999999997e-31 3.964e-31 7.269999999999999e-32 North 0.01 0.8017 -9.693999999999999 8.0 0.0 0.0 0.0 2.0 3.58 3.408 0.037554585152838466 0.1812 1 GNDB-7208711244 12 37 20.87 62 11 24.4 27.4 4 6 3.58 4.0
189.32888879 62.190270648 7533.783 7344.590999999998 -1.08e-32 4.0625999999999996e-32 6.599999999999997e-32 3.4953e-32 1.625e-31 5.776699999999999e-32 2.255e-31 7.4603e-32 1.447e-31 4.36e-32 2.3879999999999998e-31 5.81e-32 9.59e-32 1.592e-31 3.4539999999999997e-31 7.579999999999997e-32 North 0.0103 0.3745 41.7418 8.0 0.0 107.0 0.0 6.0 4.06 3.4810000000000003 0.1144268774703556 -99.0 1 GNDB-7189211252 12 37 18.92 62 11 25.2 27.52 4 6 4.06 4.0
189.33739337 62.193147447 7296.010999999998 7517.583 -1.56e-32 4.2577999999999994e-32 5.009999999999999e-32 3.056099999999998e-32 1.177e-31 4.8617e-32 -2.6e-33 6.276899999999996e-32 1.193e-31 4.4699999999999994e-32 1.5749999999999998e-31 5.04e-32 1.85e-31 2.3489999999999997e-31 3.353999999999999e-31 7e-32 North 0.01 0.0546 36.7992 8.0 0.0 107.0 0.0 6.0 3.91 3.205 0.14358452138492872 -99.0 1 GNDB-7209611355 12 37 20.96 62 11 35.5 27.63 4 6 3.91 4.0
189.35877617 62.193408235 6697.5480000000025 7534.334 6.119999999999999e-32 3.9771999999999995e-32 1.6559999999999999e-31 2.8121e-32 3.0449999999999998e-31 4.9165999999999997e-32 1.259e-31 6.362299999999999e-32 2.0949999999999998e-31 4.59e-32 2.4010000000000002e-31 6.669999999999997e-32 0.0 0.0 3.0289999999999996e-31 8.599999999999999e-32 North 4.4404 0.0435 -12.2554 12.0 0.0 0.0 0.0 2.0 3.4 3.2569999999999997 0.03249999999999995 0.156 1 GNDB-7261011365 12 37 26.1 62 11 36.5 27.87 4 6 3.4 4.0
189.35166054 62.195457624 6896.943 7656.908 1.524e-31 4.0443e-32 3.385e-31 2.9585e-32 4.105e-31 4.953199999999998e-32 4.515999999999998e-31 6.606299999999999e-32 3.531e-31 4.37e-32 4.331e-31 5.55e-32 3.797e-31 2.441e-31 4.907e-31 7.7e-32 North 0.0104 0.2366 66.329 8.0 0.0 107.0 0.0 3.0 3.19 2.8710000000000004 0.07613365155131252 -99.0 1 GNDB-7243911439 12 37 24.39 62 11 43.9 27.19 4 6 3.19 4.0
189.35023416 62.195939281 6936.918000000002 7685.732 -3.3399999999999996e-32 4.1419e-32 1.822e-31 2.8609e-32 3.922e-31 5.0935e-32 3.553e-31 6.6368e-32 4.3319999999999995e-31 4.7e-32 4.56e-31 5.89e-32 5.106999999999999e-31 2.554e-31 4.578e-31 7.999999999999997e-32 North 0.01 0.4161 74.343 8.0 0.0 107.0 0.0 2.0 4.37 3.852 0.0964618249534451 -99.0 1 GNDB-7240411457 12 37 24.04 62 11 45.7 27.31 4 6 4.37 4.0
189.33820758 62.196096176000005 7273.521 7694.545 1.2279999999999998e-31 4.0564999999999997e-32 7.626e-31 2.8426e-32 1.3549e-30 5.038599999999998e-32 1.5091999999999995e-30 6.423299999999997e-32 1.3362e-30 4.2099999999999997e-32 1.5718e-30 5.79e-32 1.8005e-30 2.261e-31 1.5547999999999999e-30 6.98e-32 North 0.6890000000000001 0.3968 -47.7654 0.0 0.0 0.0 0.0 1.0 3.96 3.885 0.015120967741935519 -99.0 1 GNDB-7211711462 12 37 21.17 62 11 46.2 25.7 4 6 3.96 4.0
189.35876761 62.197640231 6698.2980000000025 7788.253000000002 5.619999999999999e-32 4.1601999999999995e-32 1.5029999999999999e-31 3.0439e-32 4.881e-31 5.1972e-32 4.95e-31 6.844199999999997e-32 4.8399999999999985e-31 5.65e-32 5.688e-31 6.389999999999997e-32 4.188e-31 2.55e-31 5.872e-31 8.98e-32 North 0.01 0.9699 -60.6744 8.0 0.0 0.0 97.0 2.0 4.43 0.895 0.6510128913443829 0.9626 -99 GNDB-7261011518 12 37 26.1 62 11 51.8 26.34 4 6 4.43 4.0
189.34597462 62.199337332 7056.499 7889.395 3.25e-32 4.1906999999999997e-32 1.569e-31 3.0621999999999986e-32 6.528e-31 4.965399999999999e-32 8.3e-31 6.600199999999999e-32 9.897e-31 4.97e-32 1.0923e-30 5.36e-32 1.1179999999999999e-30 2.112e-31 1.1856e-30 7.34e-32 North 0.2129 0.3633 11.3951 8.0 0.0 0.0 97.0 2.0 5.0 4.5 0.08333333333333333 -99.0 -99 GNDB-7230311579 12 37 23.03 62 11 57.9 25.6 4 6 5.0 4.0
189.35594521 62.19961746600001 6777.517 7906.73 4.999999999999999e-32 4.2394999999999975e-32 2.628e-31 2.8731e-32 4.427e-31 4.971499999999999e-32 4.825e-31 6.490399999999997e-32 4.202e-31 4.8099999999999996e-32 5.625e-31 6.01e-32 5.122e-31 2.259e-31 4.2149999999999985e-31 8.3e-32 North 0.096 0.1252 86.935 8.0 0.0 0.0 0.0 2.0 3.96 4.303999999999999 0.06935483870967712 -99.0 1 GNDB-7254211589 12 37 25.42 62 11 58.9 26.9 4 6 3.96 4.0
189.31267145 62.186957428999996 7987.484 7145.151999999999 1.3939999999999996e-31 4.025999999999998e-32 2.832e-31 3.1170999999999995e-32 2.667e-31 5.0752e-32 2.551e-31 6.465999999999997e-32 1.8109999999999998e-31 5.11e-32 2.449e-31 5.349999999999997e-32 3.238e-31 2.068e-31 3.66e-31 7.249999999999999e-32 North 0.0103 0.8629 62.033 8.0 0.0 107.0 0.0 3.0 3.07 3.1919999999999997 0.02997542997543005 0.1542 1 GNDB-7150311134 12 37 15.03 62 11 13.4 27.48 4 6 3.07 4.0
189.31022049 62.187668656999996 8056.153 7187.738 9.789999999999999e-32 3.946699999999999e-32 1.8059999999999997e-31 3.0133999999999997e-32 1.9190000000000001e-31 5.148399999999998e-32 1.6769999999999995e-31 6.569699999999999e-32 2.482e-31 4.2999999999999994e-32 2.241e-31 5.54e-32 -1.132e-31 2.0899999999999996e-31 3.8719999999999997e-31 6.86e-32 North 0.01 0.4172 -85.0808 8.0 0.0 0.0 0.0 3.0 3.32 2.61 0.16435185185185186 -99.0 1 GNDB-7144511159 12 37 14.45 62 11 15.9 27.42 4 6 3.32 4.0
189.31146186 62.187431806000006 8021.3830000000025 7173.571 1.662e-31 4.4164e-32 3.2859999999999997e-31 3.519699999999998e-32 4.584e-31 5.459499999999994e-32 4.128999999999999e-31 6.9235e-32 3.7209999999999997e-31 5.909999999999997e-32 4.495e-31 6.83e-32 5.829999999999998e-31 2.326e-31 6.462e-31 9.06e-32 North 9.2478 0.1736 -4.8201 4.0 0.0 107.0 97.0 3.0 2.83 2.764 0.017232375979112344 -99.0 1 GNDB-7147411150 12 37 14.74 62 11 15.0 27.79 4 6 2.83 4.0
189.31973257 62.187940158 7789.889 7204.3830000000025 7.579999999999997e-32 4.0198999999999996e-32 3.037e-31 2.8243e-32 4.585e-31 5.160599999999999e-32 4.0939999999999975e-31 6.6429e-32 4.622999999999999e-31 4.49e-32 5.3829999999999994e-31 5.12e-32 7.779e-31 1.969e-31 6.286e-31 7.03e-32 North 0.5726 0.3864 -87.9688 0.0 0.0 0.0 97.0 2.0 3.82 3.1239999999999997 0.1443983402489626 -99.0 1 GNDB-7167311168 12 37 16.73 62 11 16.8 26.94 4 6 3.82 4.0
189.31307321 62.18798490100001 7976.316999999999 7206.815 -1.33e-32 4.0503999999999986e-32 2.337e-31 3.3366999999999996e-32 2.734e-31 5.252099999999999e-32 2.199e-31 6.8259e-32 3.4219999999999998e-31 5.38e-32 3.8899999999999994e-31 6.059999999999998e-32 5.2579999999999986e-31 2.072e-31 6.479000000000001e-31 8.369999999999999e-32 North 8.5341 0.2003 33.4602 4.0 0.0 0.0 0.0 2.0 3.91 3.26 0.13238289205702655 -99.0 1 GNDB-7151311170 12 37 15.13 62 11 17.0 26.53 4 6 3.91 4.0
189.31178609 62.189633461999996 8012.476 7305.682 9.439999999999999e-32 4.0991999999999997e-32 2.551e-31 2.9585e-32 3.8229999999999994e-31 4.9043999999999987e-32 4.505e-31 6.2281e-32 3.7319999999999997e-31 4.12e-32 3.7399999999999996e-31 5.53e-32 5.5509999999999994e-31 1.9229999999999998e-31 5.75e-31 7.71e-32 North 0.7822 0.4145 -65.9521 0.0 0.0 0.0 0.0 1.0 3.45 3.24 0.04719101123595505 -99.0 1 GNDB-7148311229 12 37 14.83 62 11 22.9 26.89 4 6 3.45 4.0
189.31331057 62.191232156999995 7969.927 7401.659000000002 3.6299999999999995e-32 3.9344999999999995e-32 1.764e-31 3.0499999999999987e-32 1.981e-31 5.148399999999998e-32 1.742e-31 6.4538e-32 2.475e-31 4.4199999999999997e-32 1.063e-31 5.32e-32 1.234e-31 1.8719999999999998e-31 2.419e-31 6.94e-32 North 1.6685 0.1655 7.4081 0.0 0.0 107.0 0.0 6.0 3.49 3.423 0.014922048997772866 -99.0 1 GNDB-7151911286 12 37 15.19 62 11 28.6 27.44 4 6 3.49 4.0
189.30752633 62.193098415 8131.972 7513.43 4.69e-31 4.0931e-32 1.4952e-30 3.1658999999999995e-32 1.9527e-30 5.160599999999999e-32 1.905e-30 6.71e-32 1.79e-30 5.03e-32 1.998e-30 6.039999999999997e-32 2.0849999999999998e-30 1.9059999999999997e-31 2.1337e-30 8.3e-32 North 1.7718 0.1644 46.6802 0.0 0.0 0.0 97.0 1.0 3.49 3.44 0.011135857461024558 -99.0 1 GNDB-7138011354 12 37 13.8 62 11 35.4 25.01 4 6 3.49 4.0
189.30777091 62.193243091999996 8125.137 7522.119000000002 1.1200000000000001e-32 4.3615000000000004e-32 2.1739999999999996e-31 3.4160000000000003e-32 3.2329999999999994e-31 5.392399999999997e-32 3.667e-31 7.112599999999997e-32 3.513e-31 5.59e-32 4.532e-31 6.559999999999998e-32 2.27e-31 2.0839999999999997e-31 3.3799999999999995e-31 8.69e-32 North 6.4545 0.0056 40.0634 12.0 0.0 107.0 0.0 2.0 4.01 3.577 0.0864271457085828 -99.0 1 GNDB-7138611360 12 37 13.86 62 11 36.0 26.77 4 6 4.01 4.0
189.30825661 62.193249331000004 8111.543000000002 7522.51 -1.3e-32 4.0991999999999997e-32 2.7379999999999995e-31 3.2939999999999996e-32 3.078e-31 4.995899999999999e-32 3.101e-31 6.783199999999999e-32 2.186e-31 5.509999999999999e-32 2.602e-31 5.9e-32 -8.349999999999999e-32 1.976e-31 3.2039999999999997e-31 8.539999999999999e-32 North 0.01 0.7371 -38.4709 8.0 0.0 107.0 0.0 2.0 3.49 3.565 0.016703786191536688 -99.0 1 GNDB-7139711359 12 37 13.97 62 11 35.9 27.33 4 6 3.49 4.0
189.30873179 62.193599675 8098.269 7543.547 2.804e-31 4.123599999999999e-32 7.1409999999999995e-31 3.0194999999999996e-32 8.048e-31 5.227699999999997e-32 8.24e-31 6.368399999999997e-32 8.072e-31 4.83e-32 8.971e-31 5.5e-32 9.463e-31 1.862e-31 1.0193e-30 7.389999999999998e-32 North 0.9428 0.1285 -46.3732 0.0 0.0 0.0 0.0 3.0 3.32 3.2239999999999998 0.022222222222222136 0.4218 1 GNDB-7140911372 12 37 14.09 62 11 37.2 26.17 4 6 3.32 4.0
189.31904799 62.193654806000005 7809.531999999997 7547.235 1.9379999999999998e-31 4.0015999999999987e-32 4.716e-31 3.0316999999999995e-32 6.970999999999999e-31 4.959299999999999e-32 7.469e-31 6.423299999999997e-32 8.029e-31 4.57e-32 9.179e-31 5.34e-32 1.3953e-30 1.456e-31 1.7653e-30 7.11e-32 North 1.2517 0.3089 -62.9977 0.0 0.0 107.0 0.0 7.0 3.23 2.741 0.11560283687943256 -99.0 1 GNDB-7165611374 12 37 16.56 62 11 37.4 25.51 4 6 3.23 4.0
189.31284739 62.193948906 7983.104 7564.647 5.73e-32 3.8856999999999995e-32 3.754e-31 3.0439e-32 6.274e-31 4.9165999999999997e-32 6.251e-31 6.752699999999997e-32 5.975e-31 4.75e-32 5.786e-31 5.11e-32 4.200999999999999e-31 1.8809999999999998e-31 6.629999999999999e-31 7.74e-32 North 0.01 0.9064 -6.3699 8.0 0.0 0.0 0.0 1.5 3.72 3.62 0.021186440677966118 -99.0 1 GNDB-7150811385 12 37 15.08 62 11 38.5 26.67 4 6 3.72 4.0
189.32831027 62.194970116 7550.411 7626.534000000002 4.604e-31 4.196799999999997e-32 1.157e-30 3.3000999999999995e-32 1.791e-30 5.611999999999999e-32 1.6321e-30 6.850299999999998e-32 1.5828999999999997e-30 4.59e-32 1.7968e-30 5.349999999999997e-32 1.7133e-30 2.2e-31 2.1427e-30 6.94e-32 North 0.3243 0.1158 -17.8916 8.0 0.0 107.0 97.0 3.0 3.45 3.253 0.044269662921348325 -99.0 1 GNDB-7187911422 12 37 18.79 62 11 42.2 25.57 4 6 3.45 4.0
189.32777939 62.199016031999996 7565.641 7869.266 8.9e-33 4.495699999999998e-32 1.569e-31 3.2025e-32 5.565e-31 5.2643e-32 5.419e-31 7.0943e-32 3.722e-31 4.2999999999999994e-32 4.899999999999999e-31 5.25e-32 8.502e-31 1.976e-31 4.5259999999999995e-31 6.87e-32 North 0.9745 0.0765 89.6771 8.0 0.0 107.0 97.0 2.0 4.27 3.9789999999999996 0.055218216318785485 -99.0 1 GNDB-7186511567 12 37 18.65 62 11 56.7 27.74 4 6 4.27 4.0
189.32507906 62.199258217 7641.229 7883.683000000001 8.789999999999999e-32 4.3005e-32 3.586e-31 2.9951e-32 5.067999999999999e-31 5.056899999999999e-32 5.5599999999999995e-31 6.4355e-32 4.726e-31 4.6799999999999994e-32 4.9439999999999995e-31 6e-32 2.111e-31 2.186e-31 4.339e-31 7.92e-32 North 0.0375 0.9613 -57.7967 8.0 0.0 0.0 0.0 1.0 3.58 3.358 0.04847161572052401 -99.0 1 GNDB-7180211576 12 37 18.02 62 11 57.6 27.47 4 6 3.58 4.0
189.30934051 62.199532157 8081.675 7899.517 1.4519999999999998e-31 5.764499999999999e-32 3.2789999999999996e-31 3.6478e-32 3.4159999999999994e-31 6.411099999999997e-32 2.772e-31 8.247199999999998e-32 3.102e-31 5.909999999999997e-32 3.7130000000000002e-31 7.03e-32 6.54e-31 2.266e-31 6.3829999999999995e-31 9.17e-32 North 1.5509 0.4118 59.2815 0.0 0.0 0.0 0.0 3.0 2.83 2.504 0.08511749347258488 -99.0 1 GNDB-7142411586 12 37 14.24 62 11 58.6 26.16 4 6 2.83 4.0
189.36424283 62.201443613 6545.55 8016.77 -4e-33 4.068699999999998e-32 1.018e-31 3.0012e-32 3.6509999999999995e-31 5.160599999999999e-32 4.013e-31 6.655099999999997e-32 3.645e-31 4.7699999999999985e-32 4.088e-31 6.119999999999999e-32 2.67e-32 2.337e-31 4.534e-31 8.74e-32 North 0.0111 0.1935 -15.9451 12.0 0.0 107.0 0.0 2.0 4.27 4.136 0.0254269449715369 -99.0 1 GNDB-7274312056 12 37 27.43 62 12 5.6 26.58 4 6 4.27 4.0
189.37137701 62.202225498000004 6346.026 8064.111999999999 -2.9199999999999996e-32 4.1052999999999996e-32 2.2579999999999996e-31 2.9524e-32 4.644e-31 4.8921999999999994e-32 5.036e-31 5.953599999999998e-32 3.761e-31 5.49e-32 5.936e-31 6.049999999999998e-32 5.87e-32 2.0129999999999997e-31 5.092e-31 7.859999999999997e-32 North 0.2704 0.6884 52.508 8.0 0.0 107.0 0.0 2.0 4.16 3.9610000000000003 0.03856589147286827 -99.0 1 GNDB-7291212083 12 37 29.12 62 12 8.3 27.22 4 6 4.16 4.0
189.38072649 62.202543841 6084.462 8083.808000000001 2.157e-31 4.2455999999999996e-32 3.878e-31 2.6168999999999996e-32 5.963e-31 4.6604e-32 6.142e-31 5.9231e-32 6.118999999999998e-31 5.619999999999999e-32 5.938e-31 8.25e-32 0.0 0.0 5.868999999999998e-31 1.171e-31 North 0.8443 0.0426 47.8293 8.0 0.0 107.0 0.0 7.0 3.68 0.588 0.6606837606837608 0.07428 -99 GNDB-7313612094 12 37 31.36 62 12 9.4 26.1 4 6 3.68 4.0
189.37791825 62.20386904 6163.222 8163.137 -3.0199999999999997e-32 4.0991999999999997e-32 3.119e-31 2.6168999999999996e-32 7.062e-31 4.4042e-32 6.9599999999999995e-31 5.978e-32 6.36e-31 5.629999999999997e-32 6.424999999999998e-31 7.159999999999997e-32 0.0 0.0 7.556e-31 9.989999999999999e-32 North 0.0846 0.4722 -14.5918 8.0 0.0 107.0 0.0 2.0 4.16 4.033 0.02461240310077515 -99.0 1 GNDB-7306912142 12 37 30.69 62 12 14.2 26.55 4 6 4.16 4.0
189.38011767 62.203931875 6101.691999999999 8167.05 2e-33 3.7941999999999996e-32 6.3139999999999995e-31 2.6413e-32 1.6051e-30 4.3432e-32 1.7699e-30 5.703499999999999e-32 1.61e-30 5.619999999999999e-32 1.8291e-30 6.889999999999997e-32 0.0 0.0 1.5709999999999995e-30 9.21e-32 North 0.7120000000000001 0.391 -66.3274 0.0 0.0 107.0 0.0 1.5 4.27 4.351 0.015370018975332148 0.006814 1 GNDB-7312112145 12 37 31.21 62 12 14.5 25.55 4 6 4.27 4.0
189.35106 62.20240782800001 6914.5390000000025 8073.888000000001 1.372e-31 4.495699999999998e-32 6.0289999999999985e-31 3.0378e-32 7.901e-31 4.837299999999998e-32 7.298e-31 6.734399999999997e-32 6.781999999999999e-31 4.95e-32 6.634999999999999e-31 5.58e-32 8.779e-31 1.99e-31 8.045e-31 7.83e-32 North 1.0917 0.4454 11.5727 0.0 0.0 107.0 0.0 1.0 3.54 3.361 0.03942731277533036 -99.0 1 GNDB-7242412089 12 37 24.24 62 12 8.9 26.27 4 6 3.54 4.0
189.33241159 62.203848351000005 7436.478 8159.408 -6.1e-32 4.452999999999998e-32 2.278e-31 2.8852999999999996e-32 5.0989999999999995e-31 5.154499999999999e-32 8.163999999999999e-31 6.850299999999998e-32 6.983e-31 4.53e-32 9.734999999999999e-31 6.08e-32 1.0759e-30 2.153e-31 1.1635999999999999e-30 7.08e-32 North 1.2867 0.9952 -45.33600000000001 0.0 0.0 107.0 0.0 2.0 5.0 3.634 0.2276666666666667 -99.0 1 GNDB-7197712142 12 37 19.77 62 12 14.2 25.83 4 6 5.0 4.0
189.33063664 62.203952199 7486.15 8165.56 1.3699999999999998e-31 4.2821999999999975e-32 3.242e-31 2.9767999999999996e-32 4.329e-31 5.191099999999999e-32 5.325999999999998e-31 6.966199999999999e-32 4.038e-31 4.2099999999999997e-32 5.756e-31 5.139999999999997e-32 6.3259999999999985e-31 1.9699999999999998e-31 7.759e-31 6.959999999999999e-32 North 0.1568 0.1472 83.5445 8.0 0.0 107.0 97.0 3.0 3.32 2.77 0.12731481481481474 -99.0 1 GNDB-7193812145 12 37 19.38 62 12 14.5 25.84 4 6 3.32 4.0
189.30776515 62.201449697 8125.9 8014.515 2.231e-31 4.8738999999999996e-32 6.067e-31 3.3732999999999997e-32 7.045e-31 5.5205e-32 6.345e-31 6.953999999999998e-32 6.634999999999999e-31 4.78e-32 7.826e-31 5.95e-32 1.165e-30 2.114e-31 1.094e-30 7.11e-32 North 4.8739 0.156 -13.0342 4.0 0.0 107.0 97.0 3.0 3.27 2.965 0.07142857142857148 -99.0 1 GNDB-7138512056 12 37 13.85 62 12 5.6 25.04 4 6 3.27 4.0
189.31468393 62.202405498999994 7932.376 8072.11 2.357e-31 5.1118e-32 6.853e-31 3.4220999999999997e-32 1.0443e-30 5.5571e-32 1.0262e-30 7.069899999999999e-32 1.0127999999999999e-30 4.13e-32 1.1323999999999997e-30 5.66e-32 1.1510999999999999e-30 1.918e-31 1.1645e-30 7.369999999999997e-32 North 1.2195 0.0641 83.6678 8.0 0.0 0.0 97.0 1.0 3.72 3.575 0.030720338983050845 0.4646 1 GNDB-7155312089 12 37 15.53 62 12 8.9 26.08 4 6 3.72 4.0
189.42585305 62.217641021999995 4824.544 8993.041 3.87e-32 4.178499999999999e-32 3.572999999999999e-31 3.2634999999999983e-32 4.439e-31 5.0935e-32 5.501e-31 6.624599999999997e-32 6.528e-31 9.73e-32 7.467e-31 6.91e-32 0.0 0.0 1.8630999999999998e-30 9.800000000000001e-32 North 4.0407 0.1121 56.0453 0.0 0.0 0.0 97.0 2.0 3.03 2.888 0.03523573200992554 -99.0 1 GNDB-7422013038 12 37 42.2 62 13 3.8 24.92 4 6 3.03 4.0
189.39022447 62.206638539 5819.314 8330.133 3.2e-32 4.4103000000000003e-32 3.1139999999999998e-31 3.7576e-32 4.025e-31 6.167099999999999e-32 1.1e-31 7.972699999999999e-32 3.1049999999999997e-31 5.46e-32 4.462e-31 6.94e-32 0.0 0.0 1.4929999999999998e-31 9.759999999999999e-32 North 99.0 99.0 99.0 1.0 99.0 107.0 98.0 2.0 3.4 0.982 0.5495454545454546 0.172 -99 GNDB-7336512240 12 37 33.65 62 12 24.0 28.09 4 6 3.4 4.0
189.40567933 62.20694118300001 5386.983 8349.421999999999 6.78e-32 4.4652e-32 1.0106999999999999e-30 3.9405999999999983e-32 1.7052e-30 6.490399999999997e-32 1.8493e-30 8.6742e-32 1.6826e-30 5.88e-32 1.9265e-30 6.69e-32 0.0 0.0 1.9171e-30 8.89e-32 North 1.2889 0.0469 67.1698 8.0 0.0 0.0 0.0 1.5 3.91 3.735 0.03564154786150718 0.0106 1 GNDB-7373612252 12 37 37.36 62 12 25.2 25.42 4 6 3.91 4.0
189.40922549 62.207269118 5287.828 8369.372 4.54e-32 5.855999999999997e-32 2.645e-31 4.2577999999999994e-32 3.4369999999999997e-31 7.033299999999997e-32 3.285e-31 9.381799999999999e-32 3.097e-31 6.2e-32 3.3829999999999997e-31 7.28e-32 0.0 0.0 5.6459999999999995e-31 9.5e-32 North 0.6452 0.1976 -12.4713 0.0 0.0 107.0 0.0 2.0 3.49 2.665 0.18374164810690427 -99.0 1 GNDB-7382212265 12 37 38.22 62 12 26.5 26.27 4 6 3.49 4.0
189.39298123 62.21049828 5742.776 8561.911 1.47e-32 4.2577999999999994e-32 2.26e-31 2.9279999999999996e-32 5.634e-31 4.8617e-32 5.397999999999999e-31 6.496499999999997e-32 4.467e-31 5.54e-32 4.3439999999999984e-31 6.039999999999997e-32 4.679e-31 2.981e-31 3.2229999999999996e-31 8.609999999999999e-32 North 99.0 99.0 99.0 1.0 0.0 107.0 0.0 2.0 4.27 4.271 0.00018975332068317527 -99.0 1 GNDB-7343012381 12 37 34.3 62 12 38.1 26.68 4 6 4.27 4.0
189.40525683 62.210667347 5399.413000000001 8572.959 6.84e-32 4.3554e-32 3.167e-31 2.9279999999999996e-32 5.716e-31 5.069099999999999e-32 7.892e-31 6.5453e-32 7.0549999999999995e-31 7.43e-32 1.0272e-30 6.41e-32 0.0 0.0 1.0515e-30 9.57e-32 North 1.9408 0.1061 -85.8661 0.0 0.0 0.0 97.0 2.0 3.49 3.716 0.05033407572383073 -99.0 1 GNDB-7372712386 12 37 37.27 62 12 38.6 25.35 4 6 3.49 4.0
