X_Deg Y_Deg X_Pix Y_Pix B-band_Flux B-Flux_error V-band_Flux V-Flux_error I-band_Flux I-Flux_error Z-band_Flux Z-Flux_error Y-band_Flux Y-Flux_error J-band_Flux J-Flux_error JH-band_Flux JH-Flux_error H-band_Flux H-Flux_error Image_used R_s Axis_Ratio Position_Angle_Degrees Galfit_Error_Code Astrometric_Flag A_CIER Mag_Flag Colour_Flag input_z redshift_beagle_1 outlier_value P1/P2 drop_out_agree ID_Bouwens RAh RAm RAs DEdeg DEm DEs F160W rset dset zphot Z-bin
53.137736891 -27.85749485 9505.547 7456.1 2.69e-32 3.812499999999998e-32 2.328e-31 3.3184e-32 5.167e-31 5.593699999999999e-32 5.913e-31 7.4359e-32 6.998e-31 4.1799999999999996e-32 7.806e-31 5.26e-32 1.5371e-30 2.457e-31 8.603e-31 7.099999999999997e-32 South 0.0099 0.5719 -35.9161 8.0 0.0 107.0 0.0 2.0 4.37 4.1 0.05027932960893863 -99.0 1 GSWB-2330651269 3 32 33.06 -27 51 26.9 26.09 4 5 4.37 4.0
53.16277458800001 -27.8396449 8177.029 8526.8 5.25e-32 3.599e-32 1.685e-31 3.1719999999999994e-32 2.9019999999999996e-31 5.2826e-32 1.997e-31 7.2773e-32 2.19e-31 3.6299999999999995e-32 2.8199999999999996e-31 5.219999999999998e-32 8.599999999999999e-32 2.2219999999999998e-31 2.7039999999999996e-31 6.82e-32 South 1.7593 0.6249 -32.5993 4.0 0.0 107.0 0.0 2.0 3.58 3.062 0.11310043668122274 -99.0 1 GSWB-2390650227 3 32 39.06 -27 50 22.7 27.82 4 5 3.58 4.0
53.128281197 -27.84565924 10007.109 8166.279 7.36e-32 3.6356e-32 6.737e-31 3.3184e-32 8.975e-31 5.233799999999998e-32 1.0137e-30 7.0028e-32 1.1049e-30 4.0399999999999996e-32 1.4456999999999999e-30 5.4e-32 1.9038999999999996e-30 2.576e-31 1.5287999999999997e-30 7.15e-32 South 1.7503 0.6927 40.9588 0.0 0.0 107.0 97.0 1.0 4.11 3.1460000000000004 0.1886497064579256 -99.0 1 GSWB-2307850444 3 32 30.78 -27 50 44.4 25.16 4 5 4.11 4.0
53.125932737 -27.8439016 10131.698 8271.742 -2.54e-32 4.2089999999999995e-32 8.439999999999999e-32 4.0137999999999996e-32 1.016e-31 5.8865e-32 1.398e-31 8.295999999999999e-32 1.8949999999999998e-31 5.68e-32 2.496e-31 6.49e-32 4.294e-31 2.8289999999999996e-31 3.1649999999999996e-31 9.92e-32 South 14.4136 0.1805 -3.0439999999999996 6.0 0.0 0.0 0.0 6.0 3.23 3.765 0.1264775413711584 -99.0 1 GSWB-2302250381 3 32 30.22 -27 50 38.1 27.36 4 5 3.23 4.0
53.19146302 -27.76526778 6652.453 12988.754 -4.0599999999999993e-32 3.861299999999998e-32 1.723e-31 3.2452e-32 3.2909999999999994e-31 5.9963e-32 2.611e-31 7.649399999999996e-32 1.776e-31 5.39e-32 2.4850000000000002e-31 6.759999999999998e-32 -3.72e-32 2.231e-31 1.646e-31 9.07e-32 South 0.01 0.3261 -41.6756 8.0 0.0 0.0 0.0 2.0 3.91 3.76 0.030549898167006182 -99.0 1 GSWB-2459545550 3 32 45.95 -27 45 55.0 27.9 4 5 3.91 4.0
53.135571645 -27.76228312 9619.81 13168.817 9.94e-32 3.7332e-32 2.18e-31 3.056099999999998e-32 3.211e-31 5.300899999999998e-32 1.695e-31 7.2041e-32 2.5879999999999997e-31 4.2300000000000004e-32 1.989e-31 5.419999999999997e-32 2.119e-31 2.2109999999999997e-31 4.027e-31 6.739999999999997e-32 South 99.0 99.0 99.0 1.0 0.0 107.0 0.0 3.0 3.07 2.717 0.08673218673218666 -99.0 1 GSWB-2325445441 3 32 32.54 -27 45 44.1 26.97 4 5 3.07 4.0
53.15128246800001 -27.74291707 8785.401 14330.641 4.911e-31 3.3428e-32 2.3372999999999996e-30 3.0743999999999995e-32 3.6536e-30 5.471700000000001e-32 4.1518999999999994e-30 7.2529e-32 4.3312e-30 4.16e-32 5.4622999999999995e-30 6.78e-32 6.2101999999999986e-30 2.238e-31 6.8109e-30 8.779999999999999e-32 South 1.6149 0.7725 -27.4338 0.0 0.0 107.0 0.0 3.0 3.72 3.596 0.026271186440677986 -99.0 1 GSWB-2363144344 3 32 36.31 -27 44 34.4 23.69 4 5 3.72 4.0
53.158366541999996 -27.74083329 8409.181 14455.57 -3.1699999999999996e-32 3.5075e-32 1.993e-31 3.2452e-32 3.238e-31 5.410699999999997e-32 3.6759999999999997e-31 7.222399999999997e-32 4.2369999999999995e-31 4.32e-32 4.476e-31 6.8e-32 4.053e-31 2.189e-31 2.89e-31 8.449999999999999e-32 South 5.7331 0.0476 79.7387 12.0 0.0 107.0 0.0 2.0 4.01 4.342 0.06626746506986025 -99.0 1 GSWB-2380242699 3 32 38.02 -27 44 26.9 27.13 4 5 4.01 4.0
53.146379225 -27.74130066 9045.758 14427.681 1.118e-31 3.4708999999999996e-32 5.317999999999999e-31 3.1109999999999985e-32 8.963e-31 4.9898e-32 1.0306e-30 7.1004e-32 1.0203e-30 4.33e-32 1.1815e-30 7.9e-32 8.731999999999995e-31 2.068e-31 1.752599999999999e-30 9.999999999999999e-32 South 1.8426 0.6063 14.3231 0.0 0.0 107.0 97.0 1.0 3.96 3.318 0.12943548387096773 -99.0 1 GSWB-2351344286 3 32 35.13 -27 44 28.6 25.01 4 5 3.96 4.0
53.166618514 -27.73013656 7970.741 15097.233 8.509999999999998e-32 3.8917999999999995e-32 1.82e-31 3.4769999999999996e-32 2.819e-31 5.9841e-32 2.369e-31 7.801899999999999e-32 4.9049999999999995e-31 3.95e-32 3.706e-31 5.29e-32 3.799e-31 2.2929999999999997e-31 4.027e-31 6.73e-32 South 1.6297 0.046 -4.2666 8.0 0.0 107.0 0.0 3.0 2.83 3.0789999999999997 0.06501305483028723 -99.0 1 GSWB-2399843485 3 32 39.98 -27 43 48.5 27.1 4 5 2.83 4.0
53.180107155 -27.72589913 7254.254 15351.185 1.32e-32 3.7515e-32 3.514e-31 3.2208e-32 1.1395e-30 5.410699999999997e-32 1.2838999999999996e-30 7.3688e-32 1.5553999999999995e-30 4.2599999999999994e-32 1.6146e-30 4.509999999999999e-32 1.6806999999999995e-30 2.218e-31 1.68e-30 5.969999999999997e-32 South 1.0278 0.3521 -66.4175 0.0 0.0 107.0 0.0 2.0 4.48 4.5969999999999995 0.021350364963503645 0.05669 -99 GSWB-2432343333 3 32 43.23 -27 43 33.3 25.59 4 5 4.48 4.0
53.15440365 -27.73951093 8619.605 14534.969 1.6699999999999999e-31 3.4099e-32 4.847e-31 3.3000999999999995e-32 6.706999999999999e-31 5.300899999999998e-32 6.965999999999999e-31 7.033299999999997e-32 7.001999999999999e-31 4.17e-32 7.7599999999999965e-31 8.23e-32 9.088e-31 2.162e-31 9.861e-31 1.09e-31 South 2.0515 0.33399999999999996 -82.9135 0.0 0.0 107.0 0.0 3.0 3.72 3.3089999999999997 0.08707627118644068 -99.0 1 GSWB-2370544222 3 32 37.05 -27 44 22.2 25.86 4 5 3.72 4.0
53.160665431999995 -27.73682153 8287.027 14696.239 2.84e-32 3.769799999999998e-32 2.729e-31 3.1903e-32 4.816e-31 5.288700000000001e-32 5.406e-31 6.947899999999998e-32 4.349e-31 4.36e-32 5.745e-31 6.52e-32 1.4249e-30 2.314e-31 4.899999999999999e-31 8.99e-32 South 0.9717 0.0108 -44.2532 8.0 0.0 0.0 0.0 2.0 3.82 3.748 0.014937759336099506 -99.0 1 GSWB-2385644126 3 32 38.56 -27 44 12.6 26.75 4 5 3.82 4.0
53.104869197 -27.94859686 11248.276000000002 1989.943 5.2e-32 3.4587e-32 5.093e-31 3.0316999999999995e-32 6.812e-31 4.965399999999999e-32 6.434999999999999e-31 6.9174e-32 4.699e-31 1.119e-31 5.704e-31 1.238e-31 4.681e-31 2.47e-31 6.929e-31 1.769e-31 South 1.3835 0.043 -4.23 8.0 0.0 0.0 0.0 1.5 3.32 3.795 0.10995370370370372 0.004384000000000001 1 GSWB-2251756549 3 32 25.17 -27 56 54.9 26.27 4 5 3.32 4.0
53.108159687 -27.93774032 11073.95 2641.362 1.1859999999999998e-31 3.519699999999998e-32 4.578e-31 3.3489e-32 5.4689999999999985e-31 5.459499999999994e-32 4.1639999999999995e-31 6.9906e-32 6.014999999999999e-31 1.09e-31 5.3099999999999995e-31 1.047e-31 4.692e-31 2.2929999999999997e-31 9.973e-31 1.3909999999999999e-31 South 0.0102 0.0938 -57.9526 8.0 0.0 107.0 0.0 1.0 2.95 3.153 0.0513924050632911 -99.0 1 GSWB-2259656158 3 32 25.96 -27 56 15.8 26.32 4 5 2.95 4.0
53.114959648 -27.93054117 10713.528 3073.3459999999995 8.83e-32 3.5318999999999994e-32 2.337e-31 3.519699999999998e-32 6.260999999999999e-31 5.428999999999998e-32 3.914e-31 7.063799999999999e-32 4.3579999999999995e-31 1.0829999999999999e-31 6.169e-31 7.53e-32 4.002e-31 2.3170000000000002e-31 9.370999999999998e-31 1.046e-31 South 0.0101 0.1958 17.9772 8.0 0.0 0.0 97.0 1.0 4.32 3.197 0.2110902255639098 -99.0 1 GSWB-2275955499 3 32 27.59 -27 55 49.9 26.57 4 5 4.32 4.0
53.094782615 -27.94521092 11782.934 2193.0 7.35e-32 3.538e-32 3.349e-31 3.4465e-32 4.603e-31 5.191099999999999e-32 3.81e-31 7.2529e-32 3.4109999999999997e-31 1.177e-31 3.08e-31 1.1529999999999999e-31 7.112e-31 2.4850000000000002e-31 5.321e-31 1.591e-31 South 7.1088 0.2228 -45.1532 4.0 0.0 107.0 0.0 1.0 3.54 3.299 0.05308370044052866 0.1111 1 GSWB-2227556426 3 32 22.75 -27 56 42.6 26.02 4 5 3.54 4.0
53.099878041000004 -27.93379304 11512.984 2878.133 1.918e-31 3.4647999999999997e-32 2.9109999999999997e-31 3.1537e-32 3.7719999999999995e-31 5.117899999999997e-32 5.721e-31 7.130899999999997e-32 4.983e-31 1.048e-31 5.0469999999999995e-31 9.18e-32 7.6930000000000004e-31 2.2479999999999998e-31 5.0859999999999995e-31 1.388e-31 South 2.6376 0.6911 21.0995 0.0 0.0 0.0 0.0 7.0 2.76 2.6689999999999996 0.0242021276595744 -99.0 1 GSWB-2239756017 3 32 23.97 -27 56 1.7 26.47 4 5 2.76 4.0
53.10946487100001 -27.92808845 11004.828 3220.485 1.553e-31 3.7880999999999996e-32 6.832999999999998e-31 3.5929e-32 9.481e-31 5.5388e-32 9.843999999999999e-31 7.210199999999997e-32 1.2361e-30 1.068e-31 1.3041e-30 8.39e-32 1.3596e-30 2.389e-31 1.5819e-30 1.097e-31 South 13.1171 0.08 38.5673 12.0 0.0 0.0 97.0 1.0 3.82 3.5180000000000002 0.06265560165975104 -99.0 1 GSWB-2262755411 3 32 26.27 -27 55 41.1 25.16 4 5 3.82 4.0
53.12002686 -27.92573072 10444.916 3361.986 4.0300000000000003e-32 3.769799999999998e-32 2.142e-31 3.4769999999999996e-32 3.403e-31 5.3253e-32 3.668e-31 7.289499999999997e-32 3.596e-31 1.079e-31 4.7369999999999995e-31 1.006e-31 4.1979999999999985e-31 2.319e-31 5.399e-31 1.429e-31 South 2.0726 0.05 60.0795 8.0 0.0 0.0 0.0 2.0 2.76 3.5189999999999997 0.20186170212765966 0.2641 1 GSWB-2288155326 3 32 28.81 -27 55 32.6 26.52 4 5 2.76 4.0
53.114056075 -27.92427411 10761.454 3449.368 -5e-34 3.7880999999999996e-32 7.637999999999998e-31 3.6661e-32 2.0473999999999998e-30 5.843799999999997e-32 2.4990999999999998e-30 7.143099999999998e-32 2.2327e-30 1.141e-31 2.7916e-30 9.619999999999999e-32 3.1738e-30 2.662e-31 2.9739999999999974e-30 1.396e-31 South 0.2173 0.1961 10.9005 8.0 0.0 107.0 0.0 2.0 4.48 4.34 0.02554744525547456 -99.0 1 GSWB-2273755273 3 32 27.37 -27 55 27.3 24.9 4 5 4.48 4.0
53.116552879 -27.92263937 10629.093 3547.461 5.78e-32 3.7637e-32 9.14e-31 3.513599999999998e-32 2.8206999999999996e-30 5.5205e-32 4.3424999999999995e-30 7.4054e-32 5.1329e-30 1.147e-31 7.679e-30 1.136e-31 8.4832e-30 2.4999999999999998e-31 9.4802e-30 1.5289999999999999e-31 South 1.9374 0.7591 6.5644 0.0 0.0 0.0 97.0 7.0 3.96 2.971 0.19939516129032256 -99.0 1 GSWB-2279755215 3 32 27.97 -27 55 21.5 23.03 4 5 3.96 4.0
53.11853464 -27.91976909 10524.036 3719.683 4.61e-32 4.2394999999999975e-32 6.8909999999999994e-31 3.4708999999999996e-32 1.2484999999999999e-30 5.477799999999997e-32 1.2368e-30 7.2529e-32 1.0987999999999997e-30 1.08e-31 1.463e-30 1.078e-31 1.3781e-30 2.345e-31 1.157e-30 1.569e-31 South 0.8786 0.0575 -62.6365 8.0 0.0 0.0 0.0 1.5 4.01 3.984 0.005189620758482994 -99.0 1 GSWB-2284555112 3 32 28.45 -27 55 11.2 25.9 4 5 4.01 4.0
53.112586907 -27.91897283 10839.367 3767.44 -8.599999999999997e-33 3.9649999999999997e-32 2.235e-31 3.5929e-32 3.308e-31 6.520899999999997e-32 1.538e-31 8.576599999999997e-32 1.4749999999999999e-31 1.1279999999999996e-31 3.281e-31 1.276e-31 9.358e-31 2.787e-31 3.012e-31 1.6719999999999998e-31 South 0.315 0.05 69.1992 10.0 0.0 107.0 99.0 2.0 3.68 3.4530000000000003 0.048504273504273485 -99.0 1 GSWB-2270155083 3 32 27.01 -27 55 8.3 27.0 4 5 3.68 4.0
53.120668743 -27.91646237 10410.897 3918.09 8.849999999999997e-32 3.7941999999999996e-32 2.7799999999999998e-31 3.1658999999999995e-32 4.609e-31 5.398499999999997e-32 3.176e-31 7.1553e-32 5.403e-31 9.989999999999999e-32 5.393999999999999e-31 9.619999999999999e-32 3.328e-31 2.357e-31 6.7099999999999994e-31 1.4179999999999999e-31 South 1.4172 0.0502 23.646 8.0 0.0 0.0 0.0 3.0 2.99 3.367 0.09448621553884706 -99.0 1 GSWB-2289654593 3 32 28.96 -27 54 59.3 26.67 4 5 2.99 4.0
53.106241533 -27.91525447 11175.808 3990.506 1.3759999999999999e-31 5.459499999999994e-32 3.5899999999999998e-31 3.4160000000000003e-32 5.161999999999999e-31 5.660799999999997e-32 5.957e-31 7.112599999999997e-32 5.428e-31 9.16e-32 5.003e-31 1.198e-31 9.499999999999999e-31 2.551e-31 7.381999999999998e-31 1.5859999999999999e-31 South 1.1222 0.0496 84.3482 8.0 0.0 0.0 0.0 1.0 3.63 3.3089999999999997 0.06933045356371485 -99.0 1 GSWB-2255054549 3 32 25.5 -27 54 54.9 26.68 4 5 3.63 4.0
53.103977111000006 -27.92391145 11295.785 3471.068 6.879999999999997e-32 4.1845999999999987e-32 3.214e-31 3.513599999999998e-32 4.532999999999999e-31 5.8316e-32 4.702e-31 7.832399999999997e-32 5.493e-31 1.115e-31 4.7189999999999985e-31 1.033e-31 8.331999999999998e-31 2.542e-31 4.7619999999999985e-31 1.2249999999999998e-31 South 0.01 0.6989 -64.3541 12.0 0.0 0.0 0.0 2.0 3.54 3.7710000000000004 0.05088105726872244 -99.0 1 GSWB-2249555261 3 32 24.95 -27 55 26.1 26.81 4 5 3.54 4.0
53.104062682 -27.92363933 11291.251 3487.396 3.2520000000000002e-31 3.6478e-32 8.585999999999999e-31 3.3732999999999997e-32 1.3482e-30 5.447299999999999e-32 1.7324e-30 7.240699999999998e-32 1.4766e-30 1.095e-31 2.0213e-30 9.63e-32 2.6545999999999996e-30 2.473e-31 2.8532e-30 1.201e-31 South 1.1417 0.7816 45.2816 0.0 0.0 107.0 0.0 7.0 3.87 3.08 0.16221765913757702 -99.0 1 GSWB-2249755251 3 32 24.97 -27 55 25.1 24.84 4 5 3.87 4.0
53.09977117800001 -27.92299192 11518.77 3526.202 1.6609999999999996e-31 4.0137999999999996e-32 2.9499999999999997e-31 3.4342999999999984e-32 3.828e-31 5.306999999999998e-32 4.128e-31 7.1858e-32 5.343e-31 9.989999999999999e-32 3.9149999999999997e-31 1.063e-31 1.0666999999999999e-30 2.2519999999999997e-31 9.42e-31 1.356e-31 South 0.9101 0.0419 2.6529 8.0 0.0 107.0 0.0 7.0 3.23 2.204 0.2425531914893617 -99.0 -99 GSWB-2239455227 3 32 23.94 -27 55 22.7 26.39 4 5 3.23 4.0
53.096939076000005 -27.91611021 11669.0 3939.076 1.284e-31 3.6661e-32 3.0319999999999997e-31 4.2211999999999993e-32 5.384e-31 6.777099999999999e-32 3.7909999999999995e-31 9.638e-32 5.483e-31 8.839999999999997e-32 4.442e-31 9.599999999999999e-32 5.621e-31 2.4499999999999997e-31 5.36e-31 1.148e-31 South 2.516 0.087 62.3754 8.0 0.0 107.0 0.0 3.0 3.45 0.541 0.6537078651685394 0.5592 -99 GSWB-2232654580 3 32 23.26 -27 54 58.0 26.28 4 5 3.45 4.0
53.116366028 -27.91138817 10639.034 4222.535 3.7999999999999995e-32 3.7637e-32 1.113e-31 3.5441e-32 1.976e-31 5.2033e-32 9.279999999999999e-32 7.551800000000001e-32 3.351e-31 8.849999999999997e-32 2.026e-31 1.0419999999999999e-31 0.0 0.0 7.6909999999999965e-31 1.54e-31 South 0.01 0.7885 22.0598 8.0 0.0 0.0 0.0 6.0 2.61 2.49 0.0332409972299168 -99.0 1 GSWB-2279354410 3 32 27.93 -27 54 41.0 26.46 4 5 2.61 4.0
53.089742557 -27.91251746 12050.604 4154.55 1.6239999999999995e-31 3.3366999999999996e-32 4.8049999999999984e-31 4.2211999999999993e-32 6.827e-31 6.941799999999997e-32 7.3790000000000006e-31 9.485499999999999e-32 6.906999999999999e-31 9.57e-32 7.876999999999997e-31 1.189e-31 3.042e-31 2.521e-31 5.199e-31 1.429e-31 South 5.1214 0.4285 -13.937999999999999 4.0 0.0 107.0 97.0 3.0 3.49 3.612 0.027171492204899752 0.7233 1 GSWB-2215354450 3 32 21.53 -27 54 45.0 25.39 4 5 3.49 4.0
53.089884311000006 -27.90866819 12043.15 4385.509 3.396999999999999e-31 3.538e-32 8.579e-31 3.2146999999999994e-32 1.0221e-30 5.392399999999997e-32 8.65e-31 7.637199999999999e-32 1.2010999999999999e-30 9.06e-32 1.1419e-30 1.0429999999999998e-31 1.2994999999999996e-30 2.384e-31 1.499e-30 1.5999999999999999e-31 South 2.9094 0.3618 -5.1872 0.0 0.0 0.0 97.0 3.0 3.45 3.3560000000000003 0.021123595505617945 -99.0 1 GSWB-2215754312 3 32 21.57 -27 54 31.2 25.22 4 5 3.45 4.0
53.096941831 -27.90777762 11668.959 4439.0329999999985 3.87e-32 3.7576e-32 2.5879999999999997e-31 3.2939999999999996e-32 4.8099999999999995e-31 5.563199999999997e-32 5.031e-31 7.496899999999997e-32 5.332e-31 8.8e-32 6.095e-31 1.1019999999999998e-31 6.352e-31 2.451e-31 1.1174e-30 1.6699999999999999e-31 South 99.0 99.0 99.0 1.0 0.0 107.0 0.0 2.0 4.22 2.975 0.23850574712643674 -99.0 1 GSWB-2232654279 3 32 23.26 -27 54 27.9 25.94 4 5 4.22 4.0
53.086692538 -27.91136499 12212.336 4223.653 1.49e-31 3.5684999999999985e-32 5.936e-31 4.1723999999999994e-32 9.518000000000001e-31 6.7405e-32 8.864e-31 9.4367e-32 8.514e-31 9.15e-32 1.045e-30 1.077e-31 7.337e-31 2.398e-31 1.0885999999999999e-30 1.5369999999999998e-31 South 0.01 0.3517 -12.7982 8.0 0.0 107.0 0.0 1.0 3.72 3.595 0.026483050847457626 -99.0 1 GSWB-2208054409 3 32 20.8 -27 54 40.9 26.05 4 5 3.72 4.0
53.111601176 -27.90744595 10891.69 4459.051 9.24e-32 3.7027e-32 2.9609999999999998e-31 3.3366999999999996e-32 5.277e-31 5.502199999999997e-32 5.368999999999998e-31 7.1797e-32 6.4079999999999985e-31 9.05e-32 6.17e-31 1.159e-31 1.4191999999999995e-30 2.343e-31 1.0486999999999999e-30 1.6019999999999996e-31 South 0.01 0.8626 -86.5297 8.0 0.0 107.0 97.0 3.0 4.32 2.813 0.2832706766917293 -99.0 1 GSWB-2267854267 3 32 26.78 -27 54 26.7 27.03 4 5 4.32 4.0
53.10658938 -27.89658868 11157.513 5110.459 6.01e-32 2.6779e-32 1.9989999999999995e-31 2.7328000000000003e-32 2.8289999999999996e-31 4.550599999999998e-32 3.007e-31 6.4477e-32 2.346e-31 9.339999999999999e-32 4.435e-31 1.1e-31 5.596e-31 2.482e-31 5.9729999999999985e-31 1.7079999999999995e-31 South 1.2433 0.0382 84.5811 8.0 0.0 0.0 0.0 3.0 3.32 3.3 0.0046296296296296354 -99.0 1 GSWB-2255853477 3 32 25.58 -27 53 47.7 26.57 4 5 3.32 4.0
53.106637855 -27.89627019 11154.945 5129.569 1.4939999999999998e-31 2.7998999999999995e-32 6.063e-31 2.6596e-32 9.299999999999999e-31 4.550599999999998e-32 1.0387e-30 6.179300000000001e-32 9.306e-31 9.749999999999999e-32 1.0486999999999999e-30 1.095e-31 1.2213999999999999e-30 2.594e-31 1.1362999999999999e-30 1.595e-31 South 3.3774 0.8897 4.9423 4.0 0.0 107.0 97.0 1.0 3.82 3.7239999999999998 0.019917012448132702 0.1015 1 GSWB-2255953464 3 32 25.59 -27 53 46.4 25.45 4 5 3.82 4.0
53.105359253 -27.89762355 11222.735 5048.358 5.45e-32 2.7145e-32 1.276e-31 3.2573999999999995e-32 2.675e-31 5.392399999999997e-32 1.593e-31 6.783199999999999e-32 3.2689999999999998e-31 9.279999999999999e-32 1.289e-31 1.172e-31 4.923e-31 2.3e-31 4.193e-31 2.048e-31 South 99.0 99.0 99.0 1.0 0.0 0.0 0.0 6.0 3.82 3.284 0.11120331950207467 -99.0 1 GSWB-2252953515 3 32 25.29 -27 53 51.5 26.6 4 5 3.82 4.0
53.105690569 -27.89524941 11205.186000000005 5190.809 9.039999999999995e-32 3.4526e-32 1.415e-31 3.1170999999999995e-32 2.358e-31 4.886099999999999e-32 2.146e-31 6.874699999999998e-32 3.2409999999999993e-31 9.539999999999995e-32 2.1219999999999996e-31 1.067e-31 4.2029999999999996e-31 2.471e-31 6.512999999999999e-31 1.583e-31 South 0.0095 0.6043 79.2644 8.0 0.0 107.0 0.0 6.0 3.19 3.015 0.04176610978520283 -99.0 1 GSWB-2253753427 3 32 25.37 -27 53 42.7 26.23 4 5 3.19 4.0
53.12165523 -27.89497156 10358.607 5207.543 4.79e-32 3.7819999999999997e-32 1.6979999999999999e-31 3.2146999999999994e-32 4.456e-31 5.404599999999997e-32 5.327e-31 7.216299999999997e-32 3.614e-31 9.849999999999999e-32 5.483e-31 7.28e-32 2.939e-31 2.426e-31 2.6399999999999998e-31 1.024e-31 South 0.0101 0.9742 -70.9161 8.0 0.0 107.0 0.0 2.0 4.37 0.9390000000000001 0.6389199255121043 0.3877 -99 GSWB-2291953418 3 32 29.19 -27 53 41.8 27.65 4 5 4.37 4.0
53.118640843 -27.89462178 10518.456 5228.526 1.231e-31 3.8003e-32 5.001e-31 3.0194999999999996e-32 7.843e-31 4.9837e-32 6.773999999999999e-31 6.758799999999997e-32 6.903e-31 7.45e-32 9.389e-31 7.15e-32 9.128e-31 2.689e-31 8.334e-31 1.109e-31 South 3.0984 0.8206 -11.1493 0.0 99.0 107.0 97.0 1.0 3.11 3.404 0.07153284671532849 0.6634 1 GSWB-2284753404 3 32 28.47 -27 53 40.4 25.57 4 5 3.11 4.0
53.105734776999995 -27.89425633 11202.85 5250.394 3.72e-32 3.812499999999998e-32 2.9559999999999996e-31 3.2085999999999995e-32 5.0509999999999985e-31 5.819399999999996e-32 6.578e-31 7.643299999999997e-32 5.600999999999999e-31 8.75e-32 6.3959999999999995e-31 1.009e-31 1.0513e-30 2.4719999999999998e-31 6.026e-31 1.5589999999999999e-31 South 0.0109 0.2124 50.9956 8.0 0.0 107.0 0.0 2.0 4.06 3.861 0.0393280632411066 -99.0 1 GSWB-2253753393 3 32 25.37 -27 53 39.3 26.74 4 5 4.06 4.0
53.118967002 -27.8936519 10501.162 5286.72 2.9999999999999998e-33 3.8064e-32 4.799e-31 2.8731e-32 6.979999999999999e-31 4.8007e-32 8.456999999999998e-31 6.386699999999997e-32 5.157e-31 9.539999999999995e-32 8.386e-31 7.13e-32 1.2337e-30 2.371e-31 7.784999999999995e-31 1.0599999999999998e-31 South 1.2483 0.4479 -71.9215 0.0 0.0 0.0 0.0 1.5 3.72 3.668 0.01101694915254238 -99.0 1 GSWB-2285553372 3 32 28.55 -27 53 37.2 25.95 4 5 3.72 4.0
53.120572626000005 -27.89291405 10416.018 5330.993 2.31e-32 3.3915999999999984e-32 3.2819999999999998e-31 3.1292999999999994e-32 6.2579999999999995e-31 5.191099999999999e-32 5.329e-31 7.496899999999997e-32 8.526999999999998e-31 1.026e-31 7.345e-31 8.089999999999998e-32 5.2409999999999995e-31 2.703e-31 7.484999999999998e-31 1.222e-31 South 0.0099 0.6291 -49.1703 8.0 0.0 0.0 0.0 1.5 3.96 4.187 0.04576612903225813 0.09994 1 GSWB-2289453345 3 32 28.94 -27 53 34.5 26.31 4 5 3.96 4.0
53.120751738 -27.89166207 10406.521 5406.111999999999 6.36e-32 2.7206e-32 2.259e-31 2.6046999999999997e-32 3.137e-31 4.324899999999999e-32 4.076e-31 5.715699999999999e-32 4.679e-31 1.017e-31 4.001e-31 7.9e-32 1.6569999999999999e-31 2.471e-31 7.6519999999999965e-31 1.13e-31 South 0.0105 0.0522 -43.8902 8.0 99.0 107.0 97.0 3.0 3.32 2.95 0.08564814814814807 -99.0 1 GSWB-2289832975 3 32 28.98 -27 53 29.7 25.52 4 5 3.32 4.0
53.093180655 -27.90416812 11868.437 4655.559 1.016e-31 4.0137999999999996e-32 5.128e-31 3.3915999999999984e-32 8.747e-31 6.655099999999997e-32 1.0944e-30 8.8084e-32 1.1627999999999999e-30 1.119e-31 1.8843999999999998e-30 1.4179999999999999e-31 2.9970999999999997e-30 2.66e-31 3.2555e-30 1.93e-31 South 7.7132 0.2287 -9.6497 4.0 0.0 0.0 97.0 7.0 3.15 3.1519999999999997 0.00048192771084342736 0.2574 1 GSWB-2223654150 3 32 22.36 -27 54 15.0 24.26 4 5 3.15 4.0
53.09315902 -27.90452461 11869.579 4634.169 1.277e-31 3.6112e-32 5.432e-31 3.4342999999999984e-32 7.559999999999998e-31 5.9048e-32 6.604999999999999e-31 8.375299999999997e-32 6.944e-31 9.88e-32 9.561e-31 1.274e-31 1.0734999999999999e-30 2.664e-31 1.484e-30 1.844e-31 South 12.4338 0.1515 4.1681 4.0 0.0 107.0 0.0 1.0 3.32 3.185 0.03124999999999995 -99.0 1 GSWB-2223554162 3 32 22.35 -27 54 16.2 25.62 4 5 3.32 4.0
53.091958571999996 -27.90308497 11933.253 4720.532 1.446e-31 3.440399999999999e-32 2.853e-31 3.2025e-32 2.679e-31 5.6242e-32 2.623e-31 7.942199999999997e-32 4.501e-31 9.49e-32 3.2659999999999996e-31 1.011e-31 5.481999999999999e-31 2.3899999999999997e-31 4.3579999999999995e-31 1.526e-31 South 0.0101 0.3125 -11.3408 10.0 0.0 0.0 98.0 7.0 3.49 1.52 0.4387527839643653 -99.0 -99 GSWB-2220754111 3 32 22.07 -27 54 11.1 27.22 4 5 3.49 4.0
