X_Deg Y_Deg X_Pix Y_Pix B-band_Flux B-Flux_error V-band_Flux V-Flux_error I-band_Flux I-Flux_error Z-band_Flux Z-Flux_error Y-band_Flux Y-Flux_error J-band_Flux J-Flux_error JH-band_Flux JH-Flux_error H-band_Flux H-Flux_error Image_used R_s Axis_Ratio Position_Angle_Degrees Galfit_Error_Code Astrometric_Flag A_CIER Mag_Flag Colour_Flag input_z redshift_beagle_1 outlier_value P1/P2 drop_out_agree ID(Fink) IAU IAU2 RA Dec ZPhot b_ZPhot B_ZPhot 1500Mag b_1500Mag B_1500Mag
189.18075754 62.282243568999995 11676.225 12861.288 4.37e-32 3.7637e-32 4.28e-32 3.0378e-32 3.2630000000000003e-31 4.947099999999998e-32 6.342e-31 6.063399999999999e-32 9.694e-31 8.4e-32 9.687999999999999e-31 5.34e-32 8.192e-31 8.539999999999999e-32 9.764e-31 7.29e-32 North 0.2561 0.6211 31.6599 8.0 0.0 0.0 0.0 2.0 5.29 5.504 0.03402225755166924 -99.0 -99 z5_GND_44836 HRG14 J123643.38+621656.1 189.180756 62.282238 5.29 4.73 5.47 -20.07 -20.18 -19.8
189.12005886 62.23867170800001 13374.525 10249.026 1.9e-33 3.721e-32 5.87e-32 3.3245e-32 4.317e-31 5.605899999999999e-32 7.151e-31 7.1553e-32 7.701e-31 1.09e-31 9.421999999999999e-31 7.019999999999997e-32 0.0 0.0 8.276999999999998e-31 8.76e-32 North 0.5228 0.3985 57.2803 0.0 0.0 0.0 0.0 1.5 5.29 5.3039999999999985 0.0022257551669315327 -99.0 1 z5_GND_23097 HRG14 J123628.81+621419.2 189.120056 62.238659 5.29 4.95 5.47 -19.97 -20.12 -19.84
189.27539231 62.266998824 9034.593 11946.581 -2.89e-32 4.0137999999999996e-32 -3e-32 3.0133999999999997e-32 2.152e-31 4.764099999999999e-32 3.8380000000000002e-31 6.343999999999998e-32 2.6179999999999997e-31 6.52e-32 3.625e-31 4.99e-32 1.8719999999999998e-31 1.976e-31 2.628e-31 7.71e-32 North 0.01 0.3125 -1.6387 12.0 0.0 0.0 98.0 2.0 5.29 5.316 0.004133545310015867 -99.0 1 z5_GND_13065 HRG14 J123706.09+621601.2 189.275375 62.266991 5.29 4.75 5.64 -19.14 -19.3 -18.82
189.31437913 62.236462228 7943.611 10115.501 3.7e-32 3.7515e-32 7.54e-32 2.9402e-32 8.689e-31 4.4774e-32 1.5668e-30 5.6425e-32 1.5271e-30 4.97e-32 1.9150999999999998e-30 5.66e-32 1.8931e-30 2.1229999999999998e-31 2.0113e-30 8.199999999999997e-32 North 0.7895 0.5952 -63.9375 0.0 0.0 0.0 0.0 1.0 5.29 5.48 0.03020667726550085 -99.0 1 z5_GND_23860 HRG14 J123715.45+621411.3 189.314392 62.236462 5.29 5.01 5.37 -20.82 -20.87 -20.7
189.24553839 62.154890861000005 9866.39 5219.691 -1.4299999999999995e-32 4.2699999999999993e-32 7.56e-32 3.0012e-32 3.4869999999999994e-31 5.026399999999997e-32 6.311e-31 6.331799999999997e-32 5.878e-31 4.38e-32 7.252999999999999e-31 5.37e-32 9.374999999999999e-31 2.6719999999999997e-31 6.859999999999999e-31 7.29e-32 North 0.0682 0.934 49.1388 8.0 0.0 0.0 0.0 1.0 5.3 5.008 0.04634920634920632 -99.0 1 z5_GND_908 HRG14 J123658.93+620917.6 189.245544 62.154888 5.3 4.91 5.5 -19.37 -19.49 -19.15
189.33663845 62.185166366000004 7316.342 7038.683000000001 -2.14e-32 4.0564999999999997e-32 -2.2999999999999998e-32 3.1415e-32 1.2359999999999999e-31 4.757999999999999e-32 2.397e-31 6.679499999999999e-32 1.538e-31 5.03e-32 2.966e-31 5.34e-32 -1.467e-31 3.277e-31 3.703e-31 7.259999999999999e-32 North 3.2218 0.3159 -84.8785 0.0 99.0 107.0 0.0 2.0 5.3 5.61 0.04920634920634929 -99.0 -99 z5_GND_39982 HRG14 J123720.79+621106.5 189.336609 62.185135 5.3 0.82 5.42 -19.98 -20.12 -19.57
189.35579189999999 62.191478531 6780.848000000001 7418.385999999998 8.869999999999997e-32 4.0991999999999997e-32 5.61e-32 3.0499999999999987e-32 2.7929999999999998e-31 4.928799999999998e-32 5.4259999999999986e-31 6.362299999999999e-32 4.216e-31 4.82e-32 5.122e-31 6.529999999999997e-32 0.0 0.0 3.806e-31 8.73e-32 North 0.3698 0.2672 24.9488 8.0 0.0 0.0 0.0 4.0 5.3 5.218 0.013015873015872993 0.1809 1 z5_GND_38372 HRG14 J123725.40+621129.3 189.35582 62.191467 5.3 4.91 5.51 -20.07 -20.17 -19.88
189.23870552 62.274591887 10059.0 12401.715 -4.519999999999999e-32 3.9101e-32 1.4199999999999994e-31 2.9951e-32 1.6789999999999995e-31 4.9165999999999997e-32 4.645999999999999e-31 6.240299999999998e-32 3.596e-31 4.66e-32 2.652e-31 5.839999999999997e-32 7.956999999999998e-31 2.2e-31 3.882e-31 7.999999999999997e-32 North 2.3153 0.0437 -77.7834 12.0 0.0 107.0 0.0 7.0 5.3 4.016 0.20380952380952366 -99.0 -99 z5_GND_10773 HRG14 J123657.30+621628.5 189.23877 62.274597 5.3 0.72 5.39 -19.44 -19.56 -18.8
189.24917397 62.20519461 9765.461 8237.948 7.299999999999997e-32 3.7941999999999996e-32 1.664e-31 3.3245e-32 7.581999999999994e-31 5.069099999999999e-32 1.752599999999999e-30 6.752699999999997e-32 1.7108e-30 4.83e-32 2.2563999999999997e-30 6.22e-32 2.2431e-30 2.074e-31 2.2641999999999997e-30 8.519999999999999e-32 North 4.3188 0.375 55.9661 4.0 0.0 0.0 0.0 1.0 5.3 5.68 0.0603174603174603 0.01085 -99 z5_GND_34380 HRG14 J123659.79+621218.7 189.249146 62.205204 5.3 4.99 5.4 -21.63 -21.73 -21.53
189.21681305 62.195803997 10670.97 7674.45 4.12e-32 3.4953e-32 -1.6399999999999995e-32 3.1598e-32 4.372e-31 4.5323e-32 7.526e-31 5.6425e-32 8.171e-31 4.82e-32 1.176e-30 5.49e-32 1.2856e-30 1.98e-31 1.0955e-30 6.539999999999999e-32 North 2.1481 0.4577 -21.5107 0.0 0.0 107.0 0.0 2.0 5.3 5.602 0.04793650793650801 -99.0 -99 z5_GND_37128 HRG14 J123652.04+621144.8 189.216827 62.195786 5.3 5.1 5.47 -20.62 -20.75 -20.53
189.21929511 62.31769622 10600.451000000001 14987.973999999998 4.8399999999999996e-32 3.4830999999999995e-32 8.58e-32 3.0439e-32 2.362e-31 4.940999999999998e-32 4.046e-31 6.246399999999998e-32 -1.1399999999999998e-32 1.737e-31 4.5899999999999985e-31 5.769999999999997e-32 4.890999999999998e-31 1.982e-31 7.540999999999998e-31 7.299999999999997e-32 North 1.1947 0.2369 4.2360000000000015 0.0 0.0 0.0 0.0 7.0 5.3 4.849 0.07158730158730152 -99.0 1 z5_GND_6190 HRG14 J123652.62+621903.7 189.219269 62.317703 5.3 0.92 5.5 -19.59 -19.77 -19.17
189.2382581 62.277239985 10071.513 12560.598999999998 -3.61e-32 3.8856999999999995e-32 2.14e-32 3.1964e-32 1.7149999999999998e-31 4.6604e-32 2.7929999999999998e-31 6.276899999999996e-32 2.476e-31 4.309999999999999e-32 3.339e-31 5.81e-32 0.0 0.0 2.6149999999999995e-31 7.35e-32 North 0.01 0.8975 -9.388 8.0 0.0 0.0 0.0 2.0 5.3 5.5779999999999985 0.04412698412698406 -99.0 -99 z5_GND_45128 HRG14 J123657.18+621638.1 189.238235 62.27724499999999 5.3 0.85 5.59 -18.59 -18.76 -18.06
189.23341712 62.16080379899999 10206.115 5574.411 4.2999999999999996e-33 4.940999999999998e-32 5.699999999999999e-33 3.525799999999999e-32 8.98e-32 5.258199999999999e-32 3.2899999999999996e-31 6.5514e-32 2.886e-31 4.7099999999999995e-32 3.3369999999999996e-31 5.759999999999997e-32 4.829e-31 1.981e-31 4.439e-31 7.53e-32 North 0.8431 0.05 88.1719 8.0 0.0 0.0 0.0 6.0 5.3 4.955 0.05476190476190474 -99.0 1 z5_GND_1442 HRG14 J123656.03+620938.9 189.233444 62.160805 5.3 0.99 5.6 -18.8 -19.04 -18.34
189.31384153 62.260069077 7960.501 11531.891000000001 8.25e-32 3.8795999999999996e-32 -2.29e-32 2.9585e-32 8.949999999999992e-32 4.794599999999998e-32 2.0819999999999998e-31 7.143099999999998e-32 1.8949999999999998e-31 6.3e-32 2.3489999999999997e-31 7.879999999999999e-32 7.33e-32 2.057e-31 1.7859999999999996e-31 9.92e-32 North 15.067 0.5628 -18.2525 6.0 0.0 107.0 98.0 4.0 5.31 5.517 0.032805071315372546 0.07766 -99 z5_GND_15485 HRG14 J123715.33+621536.2 189.313889 62.260063 5.31 4.87 5.7 -20.08 -20.19 -19.66
189.16230330000002 62.260702609 12192.551000000001 11569.285 1.11e-32 3.6356e-32 1.78e-32 2.9096999999999993e-32 9.409999999999999e-32 4.751899999999998e-32 2.3039999999999998e-31 6.154899999999998e-32 2.0859999999999997e-31 9.449999999999999e-32 3.349e-31 5.36e-32 3.888e-31 2.019e-31 3.18e-31 7.7e-32 North 3.8815 0.4036 -33.8546 0.0 0.0 0.0 0.0 6.0 5.31 4.663 0.10253565768621227 -99.0 1 z5_GND_15258 HRG14 J123638.96+621538.5 189.162338 62.260696 5.31 0.86 5.59 -18.8 -19.15 -18.37
189.21577173 62.186453209 10700.225 7113.408 -2.41e-32 4.0564999999999997e-32 1.0609999999999998e-31 3.3610999999999993e-32 4.700999999999999e-31 5.142299999999998e-32 5.913e-31 6.301299999999997e-32 6.515e-31 4.82e-32 7.273e-31 5.39e-32 9.15e-31 1.54e-31 8.83e-31 7.269999999999999e-32 North 1.9027 0.0323 58.0398 8.0 0.0 107.0 0.0 1.0 5.31 4.853 0.07242472266244056 -99.0 1 z5_GND_39635 HRG14 J123651.79+621111.3 189.215805 62.18646999999999 5.31 5.01 5.43 -20.44 -20.5 -20.23
189.17004275 62.187265212 11980.398000000001 7162.834 9.399999999999999e-33 3.684399999999998e-32 4.7999999999999997e-32 3.8978999999999983e-32 1.285e-31 5.0935e-32 2.8999999999999996e-31 6.9052e-32 -1.0245599999999997e-29 1.438432e-28 5.681e-31 5.86e-32 4.639e-31 2.055e-31 6.338e-31 8.069999999999996e-32 North 4.0067 0.5982 2.6962 4.0 0.0 0.0 0.0 2.0 5.31 6.265 0.15134706814580035 -99.0 -99 z5_GND_39403 HRG14 J123640.82+621114.2 189.170074 62.187279 5.31 0.24 5.42 -20.07 -20.23 -19.15
189.18513271 62.23046022800001 11556.214 9754.202 1.2929999999999999e-31 3.562399999999998e-32 7.679999999999999e-32 3.0439e-32 1.594e-31 5.178899999999999e-32 3.515e-31 6.337899999999998e-32 5.7e-31 7.5e-32 4.585e-31 5.09e-32 4.781e-31 1.855e-31 4.716e-31 7.269999999999999e-32 North 0.01 0.9615 54.7669 8.0 0.0 0.0 0.0 4.0 5.31 1.253 0.6429477020602218 0.9327 -99 z5_GND_26051 HRG14 J123644.44+621349.6 189.185165 62.230453 5.31 0.89 5.45 -20.88 -20.99 -20.38
189.33711381 62.262797523 7310.8380000000025 11696.57 -7.199999999999997e-33 3.8978999999999983e-32 4.4999999999999995e-32 3.2878999999999997e-32 3.363e-31 5.160599999999999e-32 5.842e-31 5.9048e-32 6.299999999999999e-31 4.83e-32 8.518e-31 6.99e-32 4.277e-31 1.93e-31 8.589e-31 9.46e-32 North 0.01 0.8344 -5.9889 8.0 0.0 107.0 0.0 2.0 5.31 5.147 0.02583201267828833 -99.0 1 z5_GND_14496 HRG14 J123720.93+621546.1 189.337204 62.262798 5.31 4.79 5.46 -20.0 -20.19 -19.82
189.21107285 62.32510768 10829.518999999998 15432.71 4.45e-32 3.556299999999998e-32 4.66e-32 3.3977e-32 9.539999999999995e-32 5.6181e-32 2.395e-31 7.1675e-32 2.978e-31 1.052e-31 2.478e-31 5.87e-32 1.588e-31 2.132e-31 2.214e-31 7.7e-32 North 3.4679 0.1126 47.1827 0.0 0.0 107.0 0.0 6.0 5.31 4.734 0.09128367670364496 0.1589 1 z5_GND_5232 HRG14 J123650.65+621930.3 189.211029 62.32509200000001 5.31 1.05 5.67 -19.08 -19.25 -18.64
189.29607758 62.189966116 8452.222 7325.13 -1.2939999999999999e-31 4.3127000000000004e-32 -1.3799999999999997e-32 3.2085999999999995e-32 7.179999999999998e-32 5.471700000000001e-32 5.849999999999998e-32 6.9906e-32 9.39e-32 5.7e-32 2.436e-31 7.12e-32 5.8e-32 2.1659999999999998e-31 2.271e-31 8.589999999999998e-32 North 99.0 99.0 99.0 1.0 0.0 0.0 0.0 6.0 5.31 5.3210000000000015 0.0017432646592712992 -99.0 1 z5_GND_38627 HRG14 J123711.06+621123.9 189.296066 62.189976 5.31 3.5 5.69 -18.9 -19.03 -18.35
189.27220514 62.238347833999995 9122.425 10227.46 -2.2499999999999997e-32 3.8368999999999996e-32 -2.6099999999999996e-32 2.9646e-32 2.1719999999999997e-31 5.447299999999999e-32 2.748e-31 6.289100000000001e-32 5.87e-31 6.45e-32 4.699e-31 5.15e-32 3.1499999999999996e-31 1.939e-31 4.8020000000000005e-31 7.299999999999997e-32 North 1.9649 0.6828 -7.5918 0.0 0.0 0.0 0.0 2.0 5.31 6.154 0.13375594294770213 -99.0 -99 z5_GND_23238 HRG14 J123705.32+621418.1 189.272186 62.238361 5.31 0.89 5.55 -18.94 -19.42 -18.7
189.04593337 62.254151735 15443.514 11182.483999999999 -9.18e-32 3.6478e-32 7.7e-33 2.8486999999999995e-32 1.53e-31 5.032499999999997e-32 3.481e-31 6.404999999999997e-32 3.942e-31 5.419999999999997e-32 4.3319999999999995e-31 5.65e-32 4.903999999999999e-31 1.714e-31 5.959e-31 7.089999999999997e-32 North 0.3281 0.05 -82.1475 8.0 0.0 0.0 0.0 2.0 5.31 4.7639999999999985 0.08652931854199687 -99.0 1 z5_GND_17574 HRG14 J123611.02+621515.0 189.045929 62.254158 5.31 0.9 5.55 -19.0 -19.16 -18.4
189.20867466 62.207433715 10898.525 8372.289 1.45e-32 3.769799999999998e-32 4.86e-32 3.3000999999999995e-32 4.341e-31 5.3558e-32 8.323e-31 6.3806e-32 1.0139e-30 1.385e-31 1.0275e-30 6.249999999999997e-32 7.381999999999998e-31 2.238e-31 9.377e-31 8.98e-32 North 26.483 0.1028 37.8554 6.0 0.0 0.0 0.0 1.5 5.31 5.5760000000000005 0.04215530903328065 -99.0 -99 z5_GND_33664 HRG14 J123650.08+621226.8 189.208664 62.207432 5.31 5.01 5.42 -20.53 -20.64 -20.45
189.34648903 62.18268566800001 7040.285 6890.321999999999 3.8399999999999994e-32 4.1479999999999997e-32 9.759999999999999e-32 3.3610999999999993e-32 2.078e-31 5.062999999999999e-32 3.6369999999999997e-31 7.136999999999997e-32 4.005e-31 4.8399999999999996e-32 4.856e-31 5.68e-32 0.0 0.0 4.019e-31 7.509999999999997e-32 North 0.0312 0.8899 42.1319 8.0 0.0 0.0 0.0 3.0 5.31 4.928 0.06053882725832008 -99.0 1 z5_GND_40591 HRG14 J123723.16+621057.7 189.346497 62.182686 5.31 4.55 5.83 -19.97 -20.15 -19.55
189.10027615 62.230828104 13928.332 9779.421999999999 -7.299999999999997e-32 3.739299999999999e-32 2.8799999999999997e-32 3.0378e-32 2.918e-31 5.130099999999997e-32 5.71e-31 6.240299999999998e-32 4.489e-31 1.421e-31 6.590999999999999e-31 6.93e-32 6.52e-31 1.285e-31 6.241e-31 8.33e-32 North 10.0181 0.1278 0.3228 4.0 0.0 107.0 0.0 1.5 5.31 5.287000000000001 0.0036450079239300787 -99.0 1 z5_GND_25829 HRG14 J123624.08+621351.1 189.100327 62.230854 5.31 4.8 5.47 -20.42 -20.52 -20.18
189.11763746 62.24431748600001 13441.616000000002 10587.886999999999 -4.0099999999999995e-32 3.440399999999999e-32 5.5e-32 3.056099999999998e-32 1.903e-31 4.940999999999998e-32 4.390999999999998e-31 6.4416e-32 2.126e-31 8.489999999999998e-32 5.315999999999999e-31 5.13e-32 6.419e-31 1.769e-31 5.321e-31 7.32e-32 North 0.0101 0.6335 72.7295 8.0 0.0 0.0 0.0 2.0 5.31 4.442 0.13755942947702052 -99.0 -99 z5_GND_21641 HRG14 J123628.23+621439.5 189.11763 62.244312 5.31 4.1 5.52 -19.23 -19.37 -18.83
189.0601799 62.256511143999994 15045.198 11322.969 -2.54e-32 3.4891999999999994e-32 8.4e-33 2.9524e-32 2.371e-31 4.581099999999998e-32 5.1809999999999995e-31 6.106099999999997e-32 5.832e-31 5.5e-32 6.495999999999999e-31 5.86e-32 8.072e-31 1.5989999999999999e-31 7.062999999999998e-31 7.32e-32 North 1.334 0.3157 8.3778 0.0 0.0 0.0 0.0 2.0 5.32 5.445 0.019778481012658226 -99.0 1 z5_GND_16723 HRG14 J123614.44+621523.4 189.060165 62.256508 5.32 4.85 5.5 -19.94 -20.07 -19.74
189.17219537 62.305617683 11913.947 14263.928 -2.8e-32 3.3793999999999996e-32 8e-33 2.9951e-32 1.987e-31 4.879999999999998e-32 4.851e-31 6.526999999999999e-32 -5.03e-32 1.5189999999999996e-31 4.889e-31 4.559999999999999e-32 4.304999999999998e-31 8.949999999999992e-32 3.77e-31 6.15e-32 North 0.0101 0.5816 82.2529 8.0 0.0 0.0 0.0 2.0 5.32 1.598 0.5889240506329114 0.5331 -99 z5_GND_42437 HRG14 J123641.33+621820.2 189.172195 62.305618 5.32 4.76 5.61 -19.06 -19.22 -18.84
189.16550176 62.306877775 12100.527 14339.706 5.54e-32 3.4160000000000003e-32 3.99e-32 2.5741999999999995e-32 5.867e-31 4.2699999999999993e-32 1.0976999999999999e-30 5.581499999999999e-32 5.794e-31 1.937e-31 1.0343e-30 4.9000000000000003e-32 1.0572999999999999e-30 9.009999999999999e-32 1.1232999999999998e-30 6.99e-32 North 1.1744 0.4277 59.794 0.0 0.0 0.0 0.0 1.5 5.32 5.325 0.0007911392405063122 -99.0 1 z5_GND_42189 HRG14 J123639.72+621824.8 189.165497 62.306877 5.32 5.05 5.44 -20.68 -20.76 -20.56
189.14782986 62.26568309100001 12596.377 11868.573 2.3999999999999999e-32 3.5807e-32 1.06e-32 2.751099999999998e-32 1.6769999999999995e-31 4.154099999999998e-32 2.355e-31 5.453399999999999e-32 2.103e-31 7.889999999999999e-32 3.382e-31 5.17e-32 2.523e-31 1.6129999999999999e-31 4.751e-31 6.599999999999997e-32 North 0.0034 0.3869 38.583 8.0 0.0 0.0 0.0 2.0 5.32 4.783 0.08496835443037973 -99.0 1 z5_GND_13494 HRG14 J123635.47+621556.4 189.147812 62.265678 5.32 0.99 5.58 -18.89 -19.12 -18.29
189.11697481 62.22208497800001 13462.431999999999 9253.97 2.2e-32 2.9951e-32 9.800000000000001e-32 3.6295e-32 2.841e-31 5.398499999999997e-32 7.571999999999998e-31 6.935699999999997e-32 6.0639999999999995e-31 9.56e-32 7.931e-31 6.17e-32 7.0109999999999984e-31 1.7249999999999999e-31 8.217e-31 8.4e-32 North 0.4475 0.2188 -73.374 8.0 0.0 0.0 0.0 3.0 5.32 5.53 0.03322784810126581 -99.0 -99 z5_GND_28891 HRG14 J123628.07+621319.5 189.116974 62.22208000000001 5.32 4.92 5.52 -20.17 -20.29 -20.07
189.08390125 62.237127981 14385.241000000002 10158.379 -1.91e-32 3.7027e-32 -1.4000000000000001e-33 3.1903e-32 3.403e-31 5.3741e-32 7.328e-31 6.9906e-32 5.6889999999999995e-31 7.599999999999998e-32 6.762999999999999e-31 5.94e-32 5.372999999999998e-31 1.538e-31 5.040999999999998e-31 7.22e-32 North 0.01 0.7626 6.3899 8.0 0.0 0.0 0.0 2.0 5.32 5.44 0.01898734177215192 -99.0 1 z5_GND_23632 HRG14 J123620.14+621413.7 189.083908 62.237129 5.32 5.05 5.57 -19.43 -19.54 -19.23
189.24770257 62.167101328 9805.955 5952.3369999999995 -2.35e-32 5.0081e-32 9.269999999999999e-32 3.3671999999999987e-32 4.386999999999998e-31 5.044699999999998e-32 1.0506e-30 6.502599999999997e-32 9.286e-31 4.66e-32 1.2099e-30 6.44e-32 1.2119e-30 2.132e-31 1.1418e-30 7.879999999999999e-32 North 0.4589 0.0197 46.0187 8.0 0.0 0.0 0.0 1.0 5.32 5.242000000000001 0.01234177215189864 -99.0 1 z5_GND_2126 HRG14 J123659.44+621001.6 189.247681 62.167103 5.32 4.81 5.45 -20.74 -20.9 -20.67
189.18602503 62.197557116000006 11532.568000000001 7779.999 9.7e-33 3.556299999999998e-32 8.189999999999999e-32 4.154099999999998e-32 3.8189999999999994e-31 5.770599999999999e-32 5.3869999999999985e-31 7.234599999999997e-32 5.622e-31 1.058e-31 8.28e-31 5.73e-32 7.534e-31 2.03e-31 9.073999999999998e-31 8.369999999999999e-32 North 11.7162 0.1072 -8.0161 4.0 0.0 107.0 0.0 2.0 5.33 5.167000000000002 0.0257503949447075 -99.0 1 z5_GND_36638 HRG14 J123644.65+621151.1 189.186035 62.19754 5.33 0.82 5.4 -20.21 -20.34 -19.8
189.11910132 62.236255187 13401.531 10104.08 7.8e-33 3.5929e-32 8.31e-32 3.0133999999999997e-32 7.29e-31 4.9837e-32 1.5341999999999995e-30 6.4599e-32 8.143e-31 8.81e-32 1.3575e-30 5.509999999999999e-32 1.5953999999999997e-30 3.0769999999999997e-31 1.354e-30 8.060000000000001e-32 North 0.5429999999999999 0.1378 54.9691 0.0 0.0 0.0 0.0 1.0 5.33 5.135 0.03080568720379152 0.7656 1 z5_GND_23926 HRG14 J123628.58+621410.5 189.11908 62.236248 5.33 5.18 5.45 -20.72 -20.73 -20.58
189.19472428 62.181718352 11289.613000000001 6829.529 -8.8e-33 3.739299999999999e-32 -5.209999999999999e-32 3.4160000000000003e-32 3.13e-31 5.136199999999998e-32 3.2749999999999997e-31 6.142699999999998e-32 4.76e-31 4.4999999999999995e-32 5.852e-31 4.9000000000000003e-32 4.595e-31 2.027e-31 3.886e-31 6.79e-32 North 1.9601 0.0576 -12.2147 8.0 0.0 107.0 0.0 2.0 5.33 5.509 0.028278041074249506 -99.0 -99 z5_GND_40815 HRG14 J123646.73+621054.1 189.194717 62.181686 5.33 5.1 5.55 -19.82 -19.98 -19.66
189.22598574 62.222113156000006 10414.189 9252.971 -5.4e-33 3.8368999999999996e-32 2.98e-32 2.5741999999999995e-32 2.4459999999999997e-31 4.422499999999999e-32 5.101e-31 5.477799999999997e-32 5.919e-31 7.669999999999999e-32 6.035e-31 5.98e-32 4.87e-31 2.0969999999999997e-31 7.273999999999998e-31 7.75e-32 North 1.9705 0.1429 -86.5617 0.0 0.0 0.0 0.0 2.0 5.33 5.2170000000000005 0.017851500789889344 0.1096 1 z5_GND_28944 HRG14 J123654.23+621319.6 189.225967 62.222118 5.33 5.01 5.5 -20.09 -20.22 -19.9
189.2513607 62.276861993999994 9705.79 12538.011 2.37e-32 3.7332e-32 1.9999999999999998e-32 3.1049e-32 2.2519999999999997e-31 4.9776e-32 4.117e-31 6.423299999999997e-32 3.993e-31 4.6799999999999994e-32 4.609e-31 5.38e-32 4.56e-31 2.035e-31 3.3119999999999997e-31 7.459999999999999e-32 North 0.1218 0.0501 -84.8999 8.0 0.0 0.0 0.0 2.0 5.33 5.562 0.03665086887835706 -99.0 -99 z5_GND_45159 HRG14 J123700.33+621636.7 189.251373 62.276859 5.33 4.81 5.65 -19.35 -19.44 -19.13
189.31928205 62.164873658999994 7800.563 5820.375 3.6999999999999995e-33 5.8072e-32 -1.8999999999999998e-32 3.440399999999999e-32 1.99e-32 5.935299999999997e-32 2.074e-31 7.3322e-32 1.6839999999999999e-31 4.8499999999999995e-32 3.4189999999999996e-31 7.179999999999998e-32 0.0 0.0 3.972e-31 1.215e-31 North 0.0106 0.0575 -4.0834 8.0 0.0 107.0 0.0 6.0 5.33 5.59 0.041074249605055256 -99.0 -99 z5_GND_1873 HRG14 J123716.63+620953.6 189.319275 62.164894 5.33 0.98 5.9 -19.2 -19.43 -18.54
189.29542519 62.182649116 8470.030999999999 6886.0909999999985 -1.5e-32 4.3432e-32 8.63e-32 3.1476e-32 2.1199999999999996e-31 5.2765e-32 2.8239999999999995e-31 6.758799999999997e-32 2.555e-31 4.8399999999999996e-32 2.667e-31 5.89e-32 6.793999999999998e-31 2.203e-31 3.8139999999999997e-31 7.799999999999998e-32 North 0.0125 0.0574 36.3616 8.0 0.0 0.0 0.0 3.0 5.33 4.813 0.08167456556082152 -99.0 1 z5_GND_40610 HRG14 J123710.89+621057.5 189.295395 62.18264 5.33 4.28 5.62 -19.76 -19.88 -19.29
189.26169499 62.194914011 9414.828000000001 7621.257 -7.6e-33 3.904e-32 6.759999999999998e-32 3.0865999999999994e-32 3.249e-31 5.050799999999998e-32 6.462999999999999e-31 6.874699999999998e-32 6.853e-31 5.12e-32 6.039e-31 5.47e-32 7.787e-31 2.0839999999999997e-31 6.809999999999999e-31 7.57e-32 North 0.2396 0.0392 73.1875 8.0 0.0 0.0 0.0 1.0 5.33 5.436 0.01674565560821483 -99.0 1 z5_GND_37378 HRG14 J123702.81+621141.7 189.261703 62.194908 5.33 5.05 5.54 -19.64 -19.67 -19.39
189.18922546 62.224245896000006 11442.028 9381.269 -2.1e-32 4.0198999999999996e-32 -7.459999999999999e-32 3.440399999999999e-32 -2.77e-32 5.5388e-32 2.268e-31 7.881199999999999e-32 1.7039999999999998e-31 9.769999999999999e-32 1.556e-31 8.15e-32 2.7e-33 2.4010000000000002e-31 1.916e-31 1.0609999999999998e-31 North 99.0 99.0 99.0 1.0 0.0 0.0 98.0 6.0 5.33 6.028 0.11026856240126373 -99.0 -99 z5_GND_28158 HRG14 J123645.42+621327.3 189.189255 62.224251 5.33 1.0 5.57 -19.61 -19.78 -19.27
189.17570906 62.186708571000004 11821.796999999999 7129.299 -2.49e-32 3.7819999999999997e-32 6.7e-33 4.1357999999999987e-32 5.188e-31 5.672999999999999e-32 1.0197e-30 6.575799999999999e-32 8.452999999999999e-31 4.519999999999999e-32 1.4824e-30 5.309999999999999e-32 1.2065999999999999e-30 1.9979999999999998e-31 1.4546e-30 7.659999999999997e-32 North 3.1252 0.3765 34.6384 0.0 0.0 0.0 0.0 1.5 5.33 5.811 0.07598736176935228 -99.0 -99 z5_GND_39570 HRG14 J123642.17+621112.2 189.17572 62.186714 5.33 5.01 5.48 -21.24 -21.29 -21.02
189.39968778 62.239487026000006 5559.766 10301.716999999999 2.3199999999999997e-32 4.757999999999999e-32 1.0449999999999996e-31 3.562399999999998e-32 4.089999999999999e-31 5.6547e-32 7.97e-31 6.661199999999997e-32 5.807999999999999e-31 1.0689999999999999e-31 1.3383000000000001e-30 5.98e-32 1.3587999999999996e-30 2.15e-31 1.3884999999999998e-30 8.64e-32 North 0.774 0.8793 -85.6098 0.0 0.0 0.0 0.0 3.0 5.33 2.665 0.4210110584518168 0.1034 -99 z5_GND_22781 HRG14 J123735.93+621422.2 189.399719 62.23949399999999 5.33 5.03 5.49 -20.78 -20.91 -20.56
189.25090597 62.187055548000004 9716.628 7149.62 -5.4e-32 4.2821999999999975e-32 -0.0 3.4465e-32 2.801e-31 4.7457999999999995e-32 5.036e-31 6.252499999999998e-32 4.196e-31 5.05e-32 6.213999999999999e-31 5.11e-32 4.411999999999999e-31 2.0989999999999997e-31 5.027e-31 7.24e-32 North 0.6497 0.5121 76.3062 0.0 0.0 0.0 0.0 5.0 5.33 5.693 0.057345971563980976 -99.0 -99 z5_GND_39516 HRG14 J123700.22+621113.4 189.250916 62.187057 5.33 4.89 5.58 -19.28 -19.47 -19.01
