X_Deg Y_Deg X_Pix Y_Pix B-band_Flux B-Flux_error V-band_Flux V-Flux_error I-band_Flux I-Flux_error Z-band_Flux Z-Flux_error Y-band_Flux Y-Flux_error J-band_Flux J-Flux_error JH-band_Flux JH-Flux_error H-band_Flux H-Flux_error Image_used R_s Axis_Ratio Position_Angle_Degrees Galfit_Error_Code Astrometric_Flag A_CIER Mag_Flag Colour_Flag input_z redshift_beagle_1 outlier_value P1/P2 drop_out_agree ID(Fink) IAU IAU2 RA Dec ZPhot b_ZPhot B_ZPhot 1500Mag b_1500Mag B_1500Mag
189.50139059 62.29439193 2731.403 13605.732 8.99e-32 3.8429999999999995e-32 6.426999999999999e-31 2.9706999999999997e-32 7.92e-31 4.934899999999997e-32 8.865e-31 6.374499999999997e-32 8.596e-31 1.025e-31 7e-31 1.148e-31 0.0 0.0 8.148e-31 1.247e-31 North 0.01 0.326 -68.9436 8.0 0.0 0.0 0.0 1.0 3.65 3.843 0.041505376344086034 0.04022 1 z4_GNW_24710 HRG14 J123800.33+621739.9 189.501358 62.294403 3.65 3.5 3.83 -19.13 -19.2 -18.88
189.42400285 62.260931118 4884.126 11590.281 4.33e-32 2.8121e-32 2.971e-31 2.3058e-32 2.9909999999999997e-31 3.9710999999999996e-32 3.994e-31 5.0996e-32 3.4049999999999994e-31 8.529999999999999e-32 6.102e-31 1.156e-31 0.0 0.0 4.709e-31 1.607e-31 North 0.366 0.1276 -82.0812 8.0 0.0 107.0 0.0 2.0 3.65 3.254 0.08516129032258071 -99.0 1 z4_GNW_30023 HRG14 J123741.78+621539.3 189.424088 62.260925 3.65 3.5 3.81 -19.26 -19.42 -19.16
189.12104109999999 62.14676709 13356.236 4734.705 -1.73e-32 3.9101e-32 5.020999999999999e-31 3.312299999999998e-32 9.518000000000001e-31 5.1728e-32 1.1177e-30 6.874699999999998e-32 1.0342e-30 1.0429999999999998e-31 1.1018999999999999e-30 1.0689999999999999e-31 1.4758999999999999e-30 1.705e-31 1.6612e-30 1.526e-31 North 2.7094 0.0912 -32.1548 8.0 0.0 0.0 0.0 2.0 3.65 3.684 0.0073118279569892065 -99.0 1 z4_GNW_6628 HRG14 J123629.05+620848.4 189.121048 62.14677 3.65 3.28 3.85 -20.2 -20.39 -20.07
188.93566627 62.200336068999995 18538.207 7964.8830000000025 2.7519999999999998e-31 3.739299999999999e-32 1.1123999999999998e-30 2.9646e-32 1.4159999999999999e-30 5.3741e-32 1.4299999999999999e-30 6.600199999999999e-32 1.4380999999999999e-30 9.5e-32 1.8861e-30 1.2369999999999999e-31 1.7196e-30 2.007e-31 1.6741e-30 1.709e-31 North 1.9555 0.3965 -74.4194 0.0 0.0 0.0 0.0 1.0 3.65 3.1860000000000004 0.09978494623655904 -99.0 1 z4_GNW_15295 HRG14 J123544.57+621201.2 188.935699 62.20033299999999 3.65 3.54 3.77 -20.37 -20.44 -20.23
189.46519382 62.300153128999995 3742.3979999999997 13947.428999999998 2.901e-31 3.6904999999999986e-32 9.721e-31 3.135399999999998e-32 1.3825e-30 5.3436e-32 1.423e-30 6.575799999999999e-32 1.3884999999999998e-30 1.038e-31 1.4349e-30 1.1109999999999999e-31 0.0 0.0 1.776e-30 1.277e-31 North 2.2845 0.3655 -88.6361 0.0 0.0 0.0 0.0 1.0 3.65 3.428 0.04774193548387096 -99.0 1 z4_GNW_23720 HRG14 J123751.65+621800.5 189.465225 62.30014 3.65 3.52 3.76 -20.96 -21.04 -20.84
189.37550908 62.299577029 6243.656999999997 13905.452 1.1009999999999998e-31 3.8185999999999987e-32 4.703e-31 3.2818e-32 7.401999999999998e-31 4.7457999999999995e-32 7.884e-31 5.9902e-32 7.006999999999999e-31 8.63e-32 7.501e-31 1.133e-31 -1.1896e-30 0.0 1.2734e-30 1.2669999999999998e-31 North 1.2263 0.4983 -18.6439 0.0 0.0 0.0 0.0 1.0 3.65 3.2710000000000004 0.08150537634408593 -99.0 1 z4_GNW_23714 HRG14 J123730.12+621758.5 189.375519 62.299576 3.65 3.15 3.85 -19.28 -19.46 -18.98
188.93121223 62.188882168999996 18666.0 7278.222 -5.3e-33 3.9893999999999994e-32 9.64e-32 3.6234e-32 1.2249999999999998e-31 5.709599999999999e-32 2.4579999999999996e-31 7.765299999999997e-32 1.646e-31 1.333e-31 2.392e-31 1.4539999999999998e-31 1.7999999999999996e-31 2.218e-31 2.118e-31 1.738e-31 North 2.4716 0.2564 18.7333 4.0 0.0 0.0 98.0 6.0 3.65 3.548 0.02193548387096772 -99.0 1 z4_GNW_13481 HRG14 J123543.50+621120.0 188.931244 62.188881 3.65 0.39 3.88 -19.72 -19.77 -19.19
189.31422217 62.330370108000004 7955.446999999999 15749.968 2.68e-32 4.4835e-32 2.855e-31 4.6237999999999983e-32 4.214e-31 6.9052e-32 3.309e-31 8.8816e-32 5.522999999999999e-31 1.367e-31 2.6679999999999998e-31 1.977e-31 5.794e-31 2.196e-31 5.4739999999999996e-31 1.732e-31 North 18.995 0.6243 -71.5527 6.0 0.0 0.0 0.0 6.0 3.65 3.533 0.025161290322580642 -99.0 1 z4_GNW_21013 HRG14 J123715.41+621949.3 189.314209 62.33036 3.65 0.59 3.87 -20.16 -20.31 -19.89
189.09234435 62.161748408 14158.786 5635.098000000001 2.595e-31 3.9101e-32 1.3668e-30 3.0012e-32 1.8092e-30 4.959299999999999e-32 1.6869e-30 7.015e-32 1.8928999999999997e-30 1.117e-31 1.7812e-30 9.800000000000001e-32 1.9499e-30 1.372e-31 1.8162e-30 1.28e-31 North 1.0836 0.3012 62.8396 0.0 0.0 0.0 0.0 1.0 3.65 3.652 0.00043010752688167305 -99.0 1 z4_GNW_9244 HRG14 J123622.17+620942.3 189.092361 62.161762 3.65 3.55 3.76 -20.02 -20.05 -19.86
188.92887747 62.197925148 18728.846 7821.098000000001 7.76e-32 3.641699999999998e-32 4.313e-31 3.0316999999999995e-32 5.899e-31 5.4839e-32 8.331999999999998e-31 6.6429e-32 1.0095e-30 9.71e-32 1.3687e-30 1.2499999999999999e-31 0.0 0.0 2.2958e-30 1.499e-31 North 2.2456 0.4084 -30.4261 0.0 0.0 0.0 0.0 3.0 3.65 3.204 0.09591397849462367 -99.0 1 z4_GNW_14887 HRG14 J123542.93+621152.5 188.928879 62.197926 3.65 3.1 3.84 -19.74 -19.88 -19.25
189.33482984 62.309800939 7379.244000000002 14516.668 9.009999999999999e-32 4.0137999999999996e-32 4.131e-31 3.3489e-32 5.511e-31 5.136199999999998e-32 5.806e-31 6.264699999999999e-32 5.2619999999999985e-31 9.52e-32 6.712e-31 1.1819999999999999e-31 4.645999999999999e-31 2.104e-31 1.0073999999999998e-30 1.201e-31 North 0.01 0.8913 -53.5997 8.0 0.0 0.0 0.0 1.0 3.65 3.435 0.04623655913978491 -99.0 1 z4_GNW_22253 HRG14 J123720.35+621835.3 189.334808 62.309803 3.65 2.69 3.86 -18.82 -18.92 -18.45
189.41644951 62.249666122 5093.105 10913.758999999998 1.343e-31 5.1728e-32 2.7819999999999997e-31 3.440399999999999e-32 3.3959999999999997e-31 5.4839e-32 3.3329999999999996e-31 6.856399999999998e-32 3.589e-31 9.419999999999999e-32 5.871e-31 1.0009999999999998e-31 0.0 0.0 5.332e-31 1.497e-31 North 0.0097 0.5514 72.1998 8.0 0.0 0.0 0.0 7.0 3.66 2.555 0.2371244635193133 -99.0 1 z4_GNW_31636 HRG14 J123739.94+621458.8 189.416428 62.249664 3.66 0.44 3.9 -19.78 -19.98 -19.36
189.01965737 62.156885586 16196.315 5348.755 -3.1599999999999997e-32 3.6478e-32 3.54e-32 2.9646e-32 -1.98e-32 4.971499999999999e-32 1.14e-31 5.8926e-32 1.9329999999999997e-31 9.17e-32 2.6179999999999997e-31 1.065e-31 3.7209999999999997e-31 2.062e-31 5.342e-31 1.262e-31 North 9.2153 0.1573 85.9662 4.0 0.0 107.0 0.0 6.0 3.66 7.462999999999999 0.8160944206008581 -99.0 -99 z4_GNW_8457 HRG14 J123604.74+620924.7 189.019745 62.156864 3.66 1.01 4.12 -18.35 -19.04 -17.99
189.40364983 62.308562322 5460.2440000000015 14446.521 2.6139999999999997e-31 4.025999999999998e-32 8.111e-31 3.6539e-32 1.1226e-30 4.934899999999997e-32 1.1539e-30 6.612399999999999e-32 1.2195e-30 9.779999999999999e-32 1.6443e-30 1.1819999999999999e-31 0.0 0.0 2.7800999999999996e-30 1.316e-31 North 3.8918 0.2219 -16.705 0.0 0.0 0.0 0.0 7.0 3.66 2.985 0.14484978540772536 -99.0 1 z4_GNW_22315 HRG14 J123736.87+621830.8 189.403641 62.308567 3.66 3.4 3.88 -20.52 -20.7 -20.29
189.33041504 62.290900805 7500.552 13382.462 2.8099999999999997e-32 3.9161999999999997e-32 5.1029999999999995e-31 4.581099999999998e-32 1.0374999999999999e-30 6.337899999999998e-32 1.2068e-30 7.777499999999999e-32 1.2975999999999998e-30 1.314e-31 1.6556999999999995e-30 1.368e-31 1.7278e-30 2.647e-31 2.0607e-30 1.5149999999999999e-31 North 21.3401 0.26 -31.6625 4.0 0.0 0.0 0.0 2.0 3.66 3.905 0.05257510729613726 -99.0 1 z4_GNW_25158 HRG14 J123719.31+621727.2 189.330444 62.290886 3.66 0.49 3.88 -20.61 -20.83 -20.54
189.46281428 62.307770546 3810.417 14404.231000000002 3.66e-32 2.9279999999999996e-32 2.893e-31 2.5986e-32 4.4999999999999995e-31 4.575e-32 3.99e-31 5.258199999999999e-32 5.932e-31 1.055e-31 5.161999999999999e-31 1.611e-31 0.0 0.0 6.760999999999998e-31 1.8399999999999998e-31 North 2.7994 0.1641 25.9162 4.0 0.0 0.0 0.0 2.0 3.66 3.685 0.0053648068669527715 -99.0 1 z4_GNW_22522 HRG14 J123751.07+621828.0 189.462784 62.307777 3.66 3.3 3.83 -19.8 -19.96 -19.59
189.01803324 62.165577816 16240.132 5870.435 1.078e-31 3.5502e-32 3.9239999999999998e-31 2.9646e-32 4.958e-31 5.0752e-32 4.954e-31 6.526999999999999e-32 3.507e-31 8.929999999999998e-32 7.129000000000001e-31 1.033e-31 4.813e-31 1.7559999999999998e-31 4.528e-31 1.262e-31 North 2.6525 0.2967 -73.0885 4.0 0.0 0.0 0.0 3.0 3.66 3.729 0.014806866952789594 -99.0 1 z4_GNW_9894 HRG14 J123604.32+620956.1 189.018021 62.165577 3.66 3.21 3.88 -19.03 -19.35 -18.94
189.44296287 62.264214337 4355.288 11788.948999999999 -7.259999999999999e-32 5.5571e-32 8.18e-32 2.745e-32 2.0409999999999997e-31 4.4896e-32 2.4500000000000002e-32 5.6547e-32 3.6039999999999995e-31 9.279999999999999e-32 4.0689999999999995e-31 1.2259999999999998e-31 0.0 0.0 8.919e-31 1.787e-31 North 8.7154 0.2586 80.86399999999998 4.0 0.0 0.0 0.0 2.0 3.66 3.16 0.1072961373390558 -99.0 1 z4_GNW_31209 HRG14 J123746.31+621551.1 189.442978 62.26420600000001 3.66 1.02 4.05 -17.77 -18.09 -16.98
189.11755583 62.1020613 13458.538 2052.515 8.909999999999998e-32 4.2699999999999993e-32 1.9739999999999997e-31 3.4342999999999984e-32 3.128e-31 5.868199999999999e-32 3.147e-31 7.563999999999997e-32 3.085e-31 1.2679999999999998e-31 3.7209999999999997e-31 1.382e-31 0.0 0.0 8.001e-31 2.324e-31 North 0.6399 0.045 -50.1353 8.0 0.0 107.0 0.0 3.0 3.67 3.44 0.04925053533190578 -99.0 1 z4_GNW_503 HRG14 J123628.19+620607.5 189.117462 62.102074 3.67 2.96 3.96 -18.85 -19.09 -18.32
189.41098509 62.264972358 5248.352 11831.694 3.0699999999999995e-32 2.9036e-32 2.229e-31 2.4765999999999996e-32 2.748e-31 3.8429999999999995e-32 3.0879999999999997e-31 4.581099999999998e-32 3.4899999999999996e-31 9.15e-32 4.795e-31 1.159e-31 0.0 0.0 4.788e-31 1.313e-31 North 1.4522 0.0425 -19.7612 8.0 0.0 0.0 0.0 2.0 3.67 3.637 0.007066381156316899 -99.0 1 z4_GNW_29279 HRG14 J123738.64+621553.9 189.410995 62.26498 3.67 3.4 3.87 -19.4 -19.7 -19.34
189.31212776 62.350913397 8015.392 16982.492 3.0599999999999996e-32 3.6356e-32 3.0319999999999997e-31 3.4281999999999996e-32 3.91e-31 5.044699999999998e-32 4.139e-31 6.4538e-32 4.682e-31 1.012e-31 4.081e-31 1.261e-31 6.567e-31 2.1399999999999997e-31 4.702e-31 1.215e-31 North 0.0097 0.3459 23.4028 8.0 0.0 107.0 0.0 1.5 3.67 3.928 0.05524625267665953 -99.0 1 z4_GNW_19108 HRG14 J123714.90+622103.3 189.312073 62.35090600000001 3.67 0.49 3.94 -18.49 -18.71 -18.04
189.36238774 62.306814325 6610.52 14338.896 2.352e-31 3.7332e-32 7.6680000000000015e-31 3.6661e-32 1.0381e-30 5.2643e-32 1.2351999999999999e-30 6.624599999999997e-32 1.1065e-30 9.96e-32 1.3684e-30 1.301e-31 1.0181e-30 1.507e-31 1.6778e-30 1.239e-31 North 0.01 0.05 -74.63600000000002 14.0 0.0 0.0 0.0 3.0 3.67 3.432 0.05096359743040685 -99.0 1 z4_GNW_22699 HRG14 J123726.98+621824.5 189.362396 62.306808 3.67 3.44 3.83 -20.24 -20.4 -20.11
189.00769469 62.165572158 16529.768 5871.06 -1e-34 3.4769999999999996e-32 1.78e-31 3.2146999999999994e-32 2.367e-31 5.697399999999999e-32 2.142e-31 6.6429e-32 1.842e-31 9.55e-32 5.082e-31 1.0839999999999999e-31 2.319e-31 1.848e-31 3.5e-31 1.374e-31 North 0.01 0.48200000000000004 85.2026 8.0 0.0 0.0 0.0 2.0 3.67 3.685 0.0032119914346895343 -99.0 1 z4_GNW_9897 HRG14 J123601.85+620956.1 189.007706 62.165573 3.67 0.67 4.06 -18.25 -18.73 -17.78
189.0787079 62.192596325 14536.575 7486.815 2.321e-31 2.7084e-32 9.962e-31 3.0378e-32 1.7259e-30 5.062999999999999e-32 1.8055e-30 6.154899999999998e-32 1.7146e-30 1.049e-31 2.3004e-30 1.834e-31 1.9336e-30 1.716e-31 1.690099999999999e-30 2.2059999999999996e-31 North 4.4333 0.0942 -62.3663 8.0 0.0 0.0 0.0 1.0 3.67 0.454 0.6886509635974305 0.2739 -99 z4_GNW_14035 HRG14 J123618.89+621133.3 189.078705 62.192589 3.67 3.59 3.78 -20.66 -20.77 -20.56
189.40983719 62.293617813000004 5285.215 13550.327 6.79e-32 4.2272999999999987e-32 6.21e-32 3.9710999999999996e-32 1.937e-31 5.7462e-32 2.344e-31 7.112599999999997e-32 2.582e-31 9.829999999999999e-32 4.913e-31 1.319e-31 0.0 0.0 8.628e-31 1.3369999999999994e-31 North 15.3614 0.3172 29.7119 6.0 0.0 107.0 0.0 6.0 3.67 3.767 0.020770877944325482 -99.0 1 z4_GNW_24785 HRG14 J123738.36+621736.9 189.409821 62.293587 3.67 2.94 3.93 -19.65 -19.87 -19.14
188.99860422 62.169019032 16783.703 6078.7580000000025 1.031e-31 2.9218999999999997e-32 3.8219999999999996e-31 2.6779e-32 6.364e-31 4.428599999999999e-32 6.537e-31 5.697399999999999e-32 5.471e-31 9.17e-32 6.984999999999999e-31 1.035e-31 8.029e-31 1.705e-31 1.1229e-30 1.343e-31 North 1.0593 0.0291 76.6236 8.0 0.0 0.0 0.0 1.0 3.68 3.153 0.11260683760683765 -99.0 1 z4_GNW_10426 HRG14 J123559.67+621008.4 188.998611 62.16901 3.68 3.34 3.86 -18.97 -19.05 -18.58
189.36443439 62.300140707 6552.611 13938.598 2.061e-31 4.0198999999999996e-32 1.0231999999999999e-30 3.5075e-32 1.4674e-30 5.166699999999999e-32 1.5000999999999999e-30 6.5514e-32 1.2692e-30 8.88e-32 1.2817999999999999e-30 1.2519999999999999e-31 1.4005999999999999e-30 2.4579999999999996e-31 1.3709999999999998e-30 1.317e-31 North 0.5827 0.1113 61.7283 0.0 0.0 0.0 0.0 1.0 3.68 3.748 0.014529914529914544 0.03373 1 z4_GNW_23747 HRG14 J123727.47+621800.5 189.364456 62.300133 3.68 3.54 3.84 -20.19 -20.27 -20.0
189.42036349 62.247016587 4983.289000000002 10755.108 9.11e-32 4.4103000000000003e-32 3.285e-31 3.1109999999999985e-32 4.2889999999999995e-31 4.8617e-32 5.2229999999999985e-31 6.258599999999999e-32 5.358e-31 9.539999999999995e-32 4.981999999999999e-31 1.049e-31 0.0 0.0 5.088e-31 1.671e-31 North 99.0 99.0 99.0 1.0 0.0 0.0 0.0 1.0 3.68 3.652 0.005982905982906083 0.08959 1 z4_GNW_31960 HRG14 J123740.89+621449.3 189.420364 62.247021 3.68 0.39 3.94 -19.25 -19.55 -18.98
188.93643380000003 62.199410279 18516.98 7909.2390000000005 1.058e-31 3.8551999999999977e-32 3.784e-31 3.1109999999999985e-32 6.356e-31 4.953199999999998e-32 7.496999999999998e-31 6.606299999999999e-32 5.135e-31 1.047e-31 7.543999999999998e-31 1.298e-31 7.973e-31 1.9170000000000002e-31 1.0879e-30 1.524e-31 North 1.1743 0.1215 -2.8626 0.0 0.0 0.0 0.0 1.0 3.68 3.532 0.031623931623931664 -99.0 1 z4_GNW_15152 HRG14 J123544.74+621157.8 188.936417 62.19939399999999 3.68 3.11 3.89 -19.21 -19.34 -18.79
188.95138911 62.185246301999996 18102.115 7057.566 5.95e-32 4.0991999999999997e-32 2.471e-31 3.4342999999999984e-32 3.289e-31 5.947499999999998e-32 4.114e-31 7.454200000000001e-32 4.334e-31 1.066e-31 6.672e-31 1.255e-31 3.39e-31 1.9089999999999998e-31 7.2609999999999985e-31 1.239e-31 North 3.7831 0.0663 62.5792 8.0 0.0 0.0 0.0 2.0 3.68 3.467 0.04551282051282053 -99.0 1 z4_GNW_12898 HRG14 J123548.33+621106.9 188.951385 62.185238 3.68 0.47 3.94 -19.1 -19.34 -18.77
189.46958234 62.280086014 3615.52 12743.858999999999 1.0439999999999996e-31 4.038199999999999e-32 4.72e-31 3.0804999999999994e-32 5.856e-31 5.3192e-32 6.067e-31 6.502599999999997e-32 5.7189999999999986e-31 9.93e-32 7.564e-31 1.0839999999999999e-31 0.0 0.0 8.09e-31 1.037e-31 North 2.7931 0.0905 21.7401 8.0 0.0 0.0 0.0 1.0 3.68 3.391 0.06175213675213679 -99.0 1 z4_GNW_26857 HRG14 J123752.70+621648.3 189.469574 62.280087 3.68 3.28 3.85 -19.7 -19.74 -19.44
189.05543113 62.151953403 15194.615 5049.8679999999995 1.1699999999999996e-31 3.8673999999999987e-32 7.7219999999999985e-31 3.3793999999999996e-32 1.1244999999999999e-30 5.868199999999999e-32 1.4199e-30 7.124799999999997e-32 1.3674999999999999e-30 1.1429999999999998e-31 1.6509999999999995e-30 1.215e-31 2.0331e-30 1.7449999999999998e-31 2.5013999999999996e-30 1.259e-31 North 0.9984 0.3483 -54.806000000000004 0.0 0.0 0.0 0.0 1.0 3.68 3.307 0.07970085470085475 -99.0 1 z4_GNW_7665 HRG14 J123613.30+620907.0 189.05542 62.151951 3.68 3.38 3.87 -19.65 -19.82 -19.46
189.34826005 62.278045483 7001.27 12611.995 1.4399999999999999e-32 3.9649999999999997e-32 4.216e-31 3.3854999999999996e-32 5.561e-31 4.7396999999999996e-32 7.014e-31 6.026799999999997e-32 3.95e-31 8.779999999999999e-32 6.17e-31 1.241e-31 0.0 0.0 5.6029999999999995e-31 1.217e-31 North 1.2697 0.2554 82.3959 0.0 0.0 0.0 0.0 1.5 3.69 3.743 0.011300639658848696 -99.0 1 z4_GNW_27391 HRG14 J123723.58+621641.0 189.348267 62.278049 3.69 3.37 3.95 -18.67 -18.79 -18.36
189.30225201 62.332976777 8289.142 15905.958 3.89e-32 3.4038e-32 1.257e-31 3.2512999999999995e-32 2.63e-31 4.7762999999999997e-32 3.267e-31 6.258599999999999e-32 2.2469999999999996e-31 1.038e-31 4.425e-31 1.1679999999999999e-31 3.1459999999999997e-31 2.0409999999999997e-31 7.887999999999998e-31 1.234e-31 North 1.0233 0.0496 33.9036 8.0 0.0 0.0 0.0 2.0 3.7 3.59 0.023404255319149005 -99.0 1 z4_GNW_22703 HRG14 J123712.55+621958.7 189.302277 62.332977 3.7 0.82 4.29 -18.11 -18.53 -17.45
189.42022377 62.278693196999996 4992.817 12655.687 9.759999999999999e-32 3.4953e-32 3.496e-31 2.8364999999999996e-32 4.127e-31 4.1052999999999996e-32 6.078e-31 4.9776e-32 5.821e-31 9.339999999999999e-32 3.7469999999999997e-31 1.506e-31 0.0 0.0 7.018999999999998e-31 1.527e-31 North 0.01 0.9591 59.3154 8.0 0.0 0.0 0.0 1.0 3.7 3.858 0.03361702127659573 -99.0 1 z4_GNW_27231 HRG14 J123740.85+621643.2 189.420197 62.278679 3.7 0.42 3.88 -18.54 -18.71 -18.15
189.04314612 62.152758289 15538.796999999999 5099.114000000001 2.382e-31 5.215499999999997e-32 1.3844e-30 3.2573999999999995e-32 2.2141999999999997e-30 5.666899999999999e-32 2.015e-30 7.2712e-32 2.3246999999999997e-30 9.73e-32 2.1424e-30 1.24e-31 1.944e-30 2.2149999999999996e-31 1.9520999999999998e-30 1.9079999999999996e-31 North 0.0066 0.5514 50.0297 8.0 0.0 107.0 0.0 1.0 3.7 3.846 0.031063829787234026 -99.0 1 z4_GNW_7800 HRG14 J123610.36+620909.9 189.043152 62.15274 3.7 3.58 3.84 -20.62 -20.65 -20.41
189.25639588 62.340220179 9566.879 16339.562 7.899999999999999e-33 3.0072999999999987e-32 1.524e-31 3.0012e-32 2.494e-31 4.3188000000000003e-32 3.8899999999999994e-31 5.6547e-32 4.953e-31 9.48e-32 1.7527e-30 1.304e-31 3.0102999999999996e-30 2.03e-31 5.3087e-30 1.287e-31 North 3.8783 0.4281 26.7929 0.0 0.0 0.0 0.0 7.0 3.7 3.401 0.06361702127659573 -99.0 1 z4_GNW_27268 HRG14 J123701.53+622024.8 189.256363 62.34021 3.7 2.98 4.09 -19.46 -19.92 -19.0
189.35204477 62.326499553999994 6901.177 15519.437 -2.9999999999999996e-34 3.2757e-32 8.445999999999997e-31 3.1170999999999995e-32 1.1224e-30 5.2033e-32 1.1838999999999999e-30 7.3444e-32 9.827e-31 1.0199999999999998e-31 9.268000000000001e-31 1.0699999999999999e-31 1.4802999999999999e-30 2.178e-31 8.202e-31 1.121e-31 North 0.01 0.2689 -12.2561 8.0 0.0 0.0 0.0 2.0 3.7 3.946 0.05234042553191489 -99.0 1 z4_GNW_19616 HRG14 J123724.48+621935.4 189.35202 62.326508 3.7 3.59 3.86 -19.47 -19.65 -19.37
189.47424808 62.30630429 3491.272 14317.438 6.259999999999998e-32 3.8491e-32 3.7679999999999996e-31 2.9524e-32 6.751e-31 5.069099999999999e-32 6.862e-31 6.575799999999999e-32 6.579999999999999e-31 1.113e-31 9.452e-31 1.719e-31 0.0 0.0 1.1799999999999999e-30 1.6719999999999998e-31 North 0.9059 0.0897 19.9567 8.0 0.0 0.0 0.0 2.0 3.71 3.884 0.03694267515923565 -99.0 1 z4_GNW_22743 HRG14 J123753.83+621822.7 189.474274 62.306301 3.71 0.37 4.03 -19.05 -19.21 -18.62
189.35935897 62.345321575 6699.64 16649.16 5.55e-32 4.2638999999999993e-32 2.5299999999999997e-31 5.6547e-32 3.1e-31 7.868999999999999e-32 5.602e-31 1.1181299999999998e-31 5.054e-31 1.5439999999999999e-31 5.5119999999999985e-31 1.7249999999999999e-31 5.417e-31 2.994e-31 9.262e-31 1.946e-31 North 0.0016 0.05 89.7499 14.0 0.0 0.0 0.0 2.0 3.71 2.95 0.16135881104033967 -99.0 1 z4_GNW_19195 HRG14 J123726.25+622043.1 189.359375 62.345314 3.71 0.53 4.06 -18.64 -19.01 -18.33
189.06942358 62.213057181 14793.425 8715.084 8.69e-32 3.6478e-32 2.9019999999999996e-31 2.8121e-32 3.8479999999999997e-31 4.8250999999999997e-32 3.7e-31 6.0024e-32 3.677e-31 1.0039999999999996e-31 4.92e-31 1.1249999999999999e-31 6.473e-31 1.639e-31 5.3229999999999995e-31 1.261e-31 North 0.01 0.4727 34.8064 8.0 0.0 0.0 0.0 3.0 3.71 3.618 0.01953290870488315 -99.0 1 z4_GNW_16678 HRG14 J123616.66+621247.0 189.069427 62.213062 3.71 0.44 3.93 -19.04 -19.26 -18.91
189.16917426 62.109377626000004 12009.002 2489.591 1.093e-31 3.9222999999999996e-32 5.585e-31 3.1903e-32 8.653e-31 5.178899999999999e-32 1.0692e-30 6.398899999999997e-32 9.879e-31 1.006e-31 1.2609999999999999e-30 1.0689999999999999e-31 1.6159e-30 2.0579999999999997e-31 1.0705999999999999e-30 1.277e-31 North 1.8336 0.4678 -89.1354 0.0 0.0 107.0 0.0 1.0 3.71 3.732 0.004670912951167686 0.7012 1 z4_GNW_1246 HRG14 J123640.59+620633.8 189.169113 62.109375 3.71 3.44 3.87 -20.46 -20.6 -20.27
189.30388343 62.360208727 8245.59 17539.932 1.9129999999999998e-31 3.6295e-32 8.426999999999996e-31 3.4465e-32 1.2940999999999999e-30 5.1057e-32 1.5644999999999995e-30 6.4538e-32 1.8013e-30 1.014e-31 2.2588999999999998e-30 1.18e-31 2.5552e-30 2.144e-31 3.2764999999999996e-30 1.192e-31 North 0.7946 0.0644 -9.0648 8.0 0.0 107.0 0.0 7.0 3.71 3.64 0.014861995753715463 -99.0 1 z4_GNW_18863 HRG14 J123712.94+622136.7 189.303925 62.36020300000001 3.71 3.37 3.88 -20.02 -20.19 -19.8
189.39596137 62.288102044 5671.445 13218.339 1.996e-31 4.0443e-32 6.17e-31 3.4953e-32 9.03e-31 5.4168e-32 9.537e-31 6.502599999999997e-32 9.451e-31 9.63e-32 1.4969999999999999e-30 1.131e-31 0.0 0.0 2.0666999999999998e-30 1.1949999999999999e-31 North 3.1547 0.3246 -79.3648 4.0 0.0 107.0 0.0 7.0 3.71 3.319 0.08301486199575372 -99.0 1 z4_GNW_25665 HRG14 J123735.05+621717.1 189.396057 62.288086 3.71 3.47 3.94 -20.62 -20.76 -20.42
189.07281424 62.172370643 14704.458999999999 6273.665 8.64e-32 3.6112e-32 4.304999999999998e-31 2.9036e-32 7.815e-31 5.0752e-32 6.385e-31 6.7405e-32 5.027e-31 1.0409999999999999e-31 7.845e-31 1.7219999999999995e-31 5.483e-31 2.028e-31 5.243999999999999e-31 2.232e-31 North 0.0101 0.3437 -18.7196 8.0 0.0 0.0 98.0 1.0 3.71 3.613 0.02059447983014861 -99.0 1 z4_GNW_10941 HRG14 J123617.48+621020.5 189.072845 62.172367 3.71 3.52 3.92 -19.15 -19.28 -18.89
189.08394748 62.180803719 14391.5 6778.9259999999995 1.366e-31 3.5807e-32 5.737e-31 3.2146999999999994e-32 8.171999999999999e-31 5.215499999999997e-32 9.791999999999999e-31 6.764899999999997e-32 1.0870999999999997e-30 1.048e-31 1.3175999999999998e-30 1.607999999999999e-31 1.9512e-30 1.6999999999999996e-31 2.0458e-30 2.315e-31 North 1.7675 0.573 -41.7366 0.0 0.0 0.0 0.0 3.0 3.71 3.147 0.11953290870488327 -99.0 1 z4_GNW_12171 HRG14 J123620.15+621050.9 189.083969 62.18081700000001 3.71 3.42 3.89 -20.36 -20.47 -20.0
189.49174788 62.282123258999995 2997.401 12868.502 1.288e-31 4.4164e-32 3.078e-31 3.0499999999999987e-32 4.139e-31 5.0874e-32 5.487e-31 6.2037e-32 3.0299999999999998e-31 9.800000000000001e-32 4.6639999999999996e-31 1.2539999999999994e-31 0.0 0.0 7.270999999999998e-31 1.288e-31 North 0.2386 0.0277 -36.0809 8.0 0.0 0.0 0.0 3.0 3.71 3.491 0.046496815286624166 0.4953 1 z4_GNW_26672 HRG14 J123758.02+621655.7 189.49176 62.282127 3.71 0.41 3.9 -18.8 -19.09 -18.41
